Select all keywords,Keyword,Intent,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (USD),Com.,SERP Features,Results,Updated
panini black checklist,panini black checklist​,IC,0,320,,n/a,n/a,3,0.00,0.07,,1.4M,2 weeks
royal blood card list,royal blood card list​,IT,0,320,,n/a,n/a,7,0.22,0.11,,n/a,1 month
shop deals on one piece tcg booster box,shop deals on one piece tcg booster box​,C,0,320,,n/a,n/a,7,0.00,0.12,,6.9M,2 weeks
wings of the captain card list,wings of the captain card list​,I,0,320,,n/a,n/a,5,0.21,0.21,,21.1M,1 month
nami one piece cards,nami one piece cards​,IC,0,260,,n/a,n/a,9,0.26,0.94,,5.9M,1 month
one piece prb 01 card list,one piece prb 01 card list​,C,0,260,,n/a,n/a,9,0.00,0.41,,143,1 month
one piece prb 02 card list,one piece prb 02 card list​,C,0,260,,n/a,n/a,7,0.92,0.17,,692K,2 weeks
one piece pre order,one piece pre order​,C,0,260,,n/a,n/a,4,0.64,1.00,,257M,1 month
one piece trading card game release date,one piece trading card game release date​,I,0,260,,n/a,n/a,10,0.00,0.17,,48.9M,1 month
op01 card list,op01 card list​,I,0,260,,n/a,n/a,8,0.00,0.22,,131,1 month
op04 card list,op04 card list​,T,0,260,,n/a,n/a,7,0.00,0.05,,313,4 weeks
op11 zoro deck list,op11 zoro deck list​,I,0,260,,n/a,n/a,0,0.00,0.00,,120K,1 month
op13 pre order,op13 pre order​,C,0,260,,n/a,n/a,6,0.00,1.00,,n/a,1 month
blackbeard deck list,blackbeard deck list​,I,0,210,,n/a,n/a,7,0.00,0.07,,578K,1 month
eb01 card list,eb01 card list​,IT,0,210,,n/a,n/a,5,0.00,0.11,,448K,2 weeks
eb04 card list,eb04 card list​,IT,0,210,,n/a,n/a,8,2.80,0.01,,1.1M,1 month
manga rare one piece cards,manga rare one piece cards​,C,0,210,,n/a,n/a,4,0.04,0.94,,10.3M,1 month
nico robin card,nico robin card​,IT,0,210,,n/a,n/a,9,0.22,0.88,,7.7M,3 weeks
one piece a fist of divine speed card list,one piece a fist of divine speed card list​,IT,0,210,,n/a,n/a,8,0.00,0.54,,2.2M,3 weeks
one piece ban list august 2025,one piece ban list august 2025​,I,0,210,,n/a,n/a,10,0.00,0.01,,35.5M,1 month
one piece card rarity,one piece card rarity​,I,0,210,,n/a,n/a,9,0.02,0.88,+2,16.5M,1 month
one piece eb03 card list,one piece eb03 card list​,I,0,210,,n/a,n/a,9,1.66,0.27,,102,1 month
one piece op 12 release date,one piece op 12 release date​,I,0,210,,n/a,n/a,4,0.00,0.28,,124,1 month
one piece singles,one piece singles​,I,0,210,,n/a,n/a,1,0.25,0.94,,n/a,1 month
one piece tcg booster box prices,one piece tcg booster box prices​,C,0,210,,n/a,n/a,10,0.00,1.00,,3M,1 month
one piece tcg booster boxes,one piece tcg booster boxes​,C,0,210,,n/a,n/a,9,0.39,1.00,,11.5M,3 weeks
one piece wings of the captain card list,one piece wings of the captain card list​,IC,0,210,,n/a,n/a,6,0.04,0.50,,140,1 month
op 11 pre order,op 11 pre order​,C,0,210,,n/a,n/a,0,0.00,0.40,,n/a,1 month
op02 card list,op02 card list​,IT,0,210,,n/a,n/a,7,0.00,0.10,,389K,2 weeks
op13 preorder,op13 preorder​,I,0,210,,n/a,n/a,6,0.00,1.00,,177,1 month
optcg meta decks,optcg meta decks​,C,0,210,,n/a,n/a,3,0.00,0.00,,422K,Last week
prb 2 card list,prb 2 card list​,T,0,210,,n/a,n/a,9,0.00,0.12,,1.8M,1 month
sanji one piece card,sanji one piece card​,C,0,210,,n/a,n/a,6,0.27,0.98,,7.7M,1 month
st01-006,st01-006​,IC,0,210,,n/a,n/a,5,0.00,0.97,,n/a,1 month
top 10 most expensive one piece cards,top 10 most expensive one piece cards​,C,0,210,,n/a,n/a,10,0.02,0.77,+2,n/a,1 month
aa blue card,aa blue card​,I,0,170,,n/a,n/a,0,0.00,0.00,,811M,3 weeks
banned one piece cards,banned one piece cards​,I,0,170,,n/a,n/a,7,0.00,0.00,,20.9M,Last week
custom one piece cards,custom one piece cards​,C,0,170,,n/a,n/a,9,0.48,0.90,+3,n/a,1 month
graded one piece cards,graded one piece cards​,C,0,170,,n/a,n/a,7,0.32,1.00,,n/a,1 month
green zoro deck list,green zoro deck list​,I,0,170,,n/a,n/a,6,0.00,0.09,,1.3M,1 month
luffy don,luffy don​,I,0,170,,n/a,n/a,10,0.23,1.00,,154,1 month
meta one piece decks,meta one piece decks​,C,0,170,,n/a,n/a,10,0.00,0.10,,134,1 month
one piece awakening of the new era card list,one piece awakening of the new era card list​,IT,0,170,,n/a,n/a,5,0.18,0.84,,3.5M,1 month
one piece card list asia,one piece card list asia​,IT,0,170,,n/a,n/a,10,0.00,0.03,,n/a,1 month
one piece card monkey d luffy,one piece card monkey d luffy​,C,0,170,,n/a,n/a,9,0.00,0.96,+2,9.9M,1 month
one piece cards booster box,one piece cards booster box​,C,0,170,,n/a,n/a,10,0.37,1.00,,219,1 month
one piece english booster box,one piece english booster box​,C,0,170,,n/a,n/a,10,0.33,1.00,,204,2 weeks
one piece fist of divine speed card list,one piece fist of divine speed card list​,IT,0,170,,n/a,n/a,7,0.00,0.23,,2.5M,1 month
one piece heroines card list,one piece heroines card list​,I,0,170,,n/a,n/a,8,2.12,0.57,,17.6M,2 weeks
one piece op08 card list,one piece op08 card list​,IT,0,170,,n/a,n/a,6,0.68,0.35,,672K,1 month
one piece op09 card list,one piece op09 card list​,I,0,170,,n/a,n/a,7,0.00,0.56,,818K,1 month
one piece preorder,one piece preorder​,I,0,170,,n/a,n/a,2,0.64,1.00,,198,2 weeks
one piece royal blood card list price,one piece royal blood card list price​,T,0,170,,n/a,n/a,8,0.02,0.17,,20.1M,1 month
one piece tcg pre order,one piece tcg pre order​,C,0,170,,n/a,n/a,4,0.54,1.00,,n/a,1 month
one piece the best 2 card list,one piece the best 2 card list​,I,0,170,,n/a,n/a,6,0.00,0.27,,487M,1 month
one piece uno card game,one piece uno card game​,C,0,170,,n/a,n/a,7,0.35,0.88,+2,208,1 month
op-08 card list,op-08 card list​,IT,0,170,,n/a,n/a,9,1.71,0.09,,258M,1 month
op-08 card price list,op-08 card price list​,T,0,170,,n/a,n/a,1,0.00,0.33,,55.4M,1 month
op10 price guide,op10 price guide​,N,0,170,,n/a,n/a,8,0.11,0.15,,509K,2 weeks
op10 sanji,op10 sanji​,I,0,170,,n/a,n/a,10,0.00,0.91,,363K,1 month
op13 meta,op13 meta​,I,0,170,,n/a,n/a,2,0.00,0.00,,894K,1 month
