Select all keywords,Keyword,Intent,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (USD),Com.,SERP Features,Results,Updated
kurt warner football card,kurt warner football card​,T,0,480,,n/a,n/a,5,0.16,0.13,,n/a,1 month
michael vick football card,michael vick football card​,T,0,480,,n/a,n/a,5,0.14,0.11,,n/a,1 month
ricky watters football card,ricky watters football card​,C,0,480,,n/a,n/a,7,0.00,0.02,,157K,2 weeks
roger staubach football card,roger staubach football card​,IC,0,480,,n/a,n/a,5,0.13,0.69,,231K,3 weeks
sterling sharpe football card,sterling sharpe football card​,IT,0,480,,n/a,n/a,5,0.15,0.08,,339K,2 weeks
tony gonzalez football card,tony gonzalez football card​,T,0,480,,n/a,n/a,5,0.17,0.01,,204,1 month
trevor lawrence football card,trevor lawrence football card​,IT,0,480,,n/a,n/a,6,0.39,0.47,,n/a,1 month
troy aikman football card value,troy aikman football card value​,IC,0,480,,n/a,n/a,4,0.24,0.09,,180K,2 weeks
warren moon football card,warren moon football card​,IT,0,480,,n/a,n/a,8,0.13,0.12,,4.2M,4 weeks
1989 joe montana football card,1989 joe montana football card​,IT,0,390,,n/a,n/a,5,0.00,0.05,,1.1M,3 weeks
1990 topps football card values,1990 topps football card values​,C,0,390,,n/a,n/a,5,0.64,0.08,,n/a,1 month
aj green football card,aj green football card​,T,0,390,,n/a,n/a,8,0.00,0.01,,171,3 weeks
best football card packs,best football card packs​,C,0,390,,n/a,n/a,9,0.50,1.00,+3,49.4M,1 month
bo jackson rookie card football,bo jackson rookie card football​,IC,0,390,,n/a,n/a,7,0.20,0.95,,1.1M,2 weeks
bo jackson topps football rookie card,bo jackson topps football rookie card​,IT,0,390,,n/a,n/a,4,0.18,0.91,,n/a,1 month
dak prescott football card,dak prescott football card​,T,0,390,,n/a,n/a,10,0.20,0.30,,n/a,1 month
deion sanders football card,deion sanders football card​,IC,0,390,,n/a,n/a,6,0.21,0.52,,206,1 month
earl campbell football card,earl campbell football card​,IC,0,390,,n/a,n/a,8,0.13,0.46,+2,1.3M,Last week
howie long football card,howie long football card​,IT,0,390,,n/a,n/a,5,0.15,0.30,,n/a,1 month
junior seau football card,junior seau football card​,IT,0,390,,n/a,n/a,5,0.08,0.04,,171K,1 month
mike singletary football card,mike singletary football card​,IT,0,390,,n/a,n/a,7,0.18,0.38,,235K,3 weeks
ozzie newsome football card,ozzie newsome football card​,IC,0,390,,n/a,n/a,5,0.00,0.06,,71.1K,Last week
pat mcafee football card,pat mcafee football card​,T,0,390,,n/a,n/a,5,0.16,0.05,,918K,1 month
personal football card,personal football card​,C,0,390,,n/a,n/a,8,0.75,1.00,,537M,1 month
sonny jurgensen football card,sonny jurgensen football card​,IC,0,390,,n/a,n/a,10,0.00,0.09,,116K,1 month
troy aikman football card worth,troy aikman football card worth​,IC,0,390,,n/a,n/a,4,0.24,0.09,,285K,3 weeks
1990 fleer football card values,1990 fleer football card values​,IC,0,320,,n/a,n/a,5,0.29,0.21,,n/a,1 month
andre rison football card,andre rison football card​,IC,0,320,,n/a,n/a,7,0.00,0.00,,203K,1 month
barry sanders football card value,barry sanders football card value​,IT,0,320,,n/a,n/a,7,0.31,0.26,+3,n/a,1 month
bernie kosar football card,bernie kosar football card​,T,0,320,,n/a,n/a,9,0.16,0.07,,193,Last week
best football card packs to buy 2025,best football card packs to buy 2025​,C,0,320,,n/a,n/a,10,0.43,1.00,+3,40.3M,3 weeks
bob griese football card,bob griese football card​,IC,0,320,,n/a,n/a,5,0.09,0.22,,127K,1 month
brian dawkins football card,brian dawkins football card​,IC,0,320,,n/a,n/a,5,0.31,0.37,,n/a,1 month
brian urlacher football card,brian urlacher football card​,T,0,320,,n/a,n/a,5,0.21,0.49,,n/a,1 month
doug williams football card,doug williams football card​,IT,0,320,,n/a,n/a,5,0.00,0.07,,197,4 weeks
drew brees football card,drew brees football card​,IT,0,320,,n/a,n/a,8,0.17,0.17,+2,208,1 month
eddie george football card,eddie george football card​,IT,0,320,,n/a,n/a,7,0.12,0.03,,5.2M,Last week
football card boxes with autographs,football card boxes with autographs​,C,0,320,,n/a,n/a,6,0.52,1.00,+3,1.8M,1 month
football card games,football card games​,IC,0,320,,n/a,n/a,9,0.38,0.94,+2,n/a,1 month
herschel walker football card,herschel walker football card​,IT,0,320,,n/a,n/a,5,0.15,0.16,,n/a,1 month
joe montana autographed football card,joe montana autographed football card​,C,0,320,,n/a,n/a,1,0.21,0.73,,224,1 month
joe theismann football card,joe theismann football card​,IT,0,320,,n/a,n/a,4,0.15,0.03,,129K,1 month
johnny manziel football card,johnny manziel football card​,C,0,320,,n/a,n/a,5,0.12,0.27,,207K,1 month
josh allen football card,josh allen football card​,IT,0,320,,n/a,n/a,10,0.38,0.75,,7.6M,3 weeks
marshall faulk football card,marshall faulk football card​,C,0,320,,n/a,n/a,7,0.25,0.09,,431K,1 month
marshawn lynch football card,marshawn lynch football card​,T,0,320,,n/a,n/a,6,0.31,0.26,,208,3 weeks
michael irvin football card value,michael irvin football card value​,IC,0,320,,n/a,n/a,5,0.00,0.00,,n/a,1 month
peyton manning football card worth,peyton manning football card worth​,C,0,320,,n/a,n/a,3,0.40,0.02,+2,892K,1 month
phil simms football card,phil simms football card​,IC,0,320,,n/a,n/a,5,0.00,0.07,,347K,1 month
ray lewis football card,ray lewis football card​,IC,0,320,,n/a,n/a,5,0.28,0.85,,204,4 weeks
ron jaworski football card,ron jaworski football card​,IC,0,320,,n/a,n/a,7,0.00,0.08,,176,Last week
shannon sharpe football card,shannon sharpe football card​,C,0,320,,n/a,n/a,5,0.16,0.09,,n/a,1 month
stefon diggs football card,stefon diggs football card​,T,0,320,,n/a,n/a,4,0.00,0.02,,1.3M,1 month
steve young football card values,steve young football card values​,C,0,320,,n/a,n/a,4,0.32,0.00,,n/a,1 month
steve young football card worth,steve young football card worth​,C,0,320,,n/a,n/a,4,0.32,0.00,+2,22.6M,2 weeks
