source_url,target_url,source_title,target_title,reason,batch,score
https://bitcoininfonews.com/fed-chair-nominee-kevin-warsh-has-crypto-exposure-in-portfolio/,https://bitcoininfonews.com/fed-chair-nominee-kevin-warsh-crypto-exposure-portfolio/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.899
https://bitcoininfonews.com/forget-xrp-forecasts-delusional-crowd-last-laugh/,https://bitcoininfonews.com/forget-xrp-forecasts-delusional-crowd-could-have-last-laugh/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.913
https://bitcoininfonews.com/forget-xrp-forecasts-why-the-delusional-crowd-could-have-the-last-laugh/,https://bitcoininfonews.com/forget-xrp-forecasts-delusional-crowd-could-have-last-laugh/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.902
https://bitcoininfonews.com/ftc-us-citizens-lose-3-5b-to-imposter-scams-in-one-year/,https://bitcoininfonews.com/ftc-us-citizens-residents-lose-3-5-billion-imposter-scams-one-year/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.823
https://bitcoininfonews.com/i-switched-from-bank-app-to-binance-main-wallet/,https://bitcoininfonews.com/switched-bank-app-to-binance-main-wallet/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.870
https://bitcoininfonews.com/interactive-brokers-crypto-trading-expands-to-europe/,https://bitcoininfonews.com/interactive-brokers-crypto-trading-europe/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.843
https://bitcoininfonews.com/jpmorgan-bitcoin-outperformed-gold-during-iran-war-acting-as-safe-haven-asset/,https://bitcoininfonews.com/jpmorgan-bitcoin-outperformed-gold-iran-war-safe-haven-asset/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.830
https://bitcoininfonews.com/justin-sun-slams-trump-backed-wlfi-after-75m-defi-loan/,https://bitcoininfonews.com/justin-sun-slams-trump-backed-wlfi-after-75-million-defi-loan/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.863
https://bitcoininfonews.com/lido-responds-resolv-labs-vulnerability-attack-user-funds-safe/,https://bitcoininfonews.com/lido-responds-resolv-labs-vulnerability-user-funds-safe/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.899
https://bitcoininfonews.com/lucky-independent-bitcoin-miner-nets-210000-btc-reward/,https://bitcoininfonews.com/lucky-independent-bitcoin-miner-210000-btc-reward/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.890
https://bitcoininfonews.com/major-update-approved-surprise-altcoin-changes-coming/,https://bitcoininfonews.com/major-update-approved-surprise-altcoin-changes/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.872
https://bitcoininfonews.com/morgan-stanley-bitcoin-etf-draws-34m-on-day-one-as-fee-pressure-mounts/,https://bitcoininfonews.com/morgan-stanley-bitcoin-etf-draws-34m-day-one-fee-pressure-builds/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.884
https://bitcoininfonews.com/morgan-stanley-bitcoin-etf-launches-wednesday/,https://bitcoininfonews.com/morgan-stanley-bitcoin-etf-launch-wednesday/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.826
https://bitcoininfonews.com/morgan-stanley-bitcoin-etf-posts-top-1-debut/,https://bitcoininfonews.com/morgan-stanley-bitcoin-etf-top-1-debut/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.885
https://bitcoininfonews.com/morgan-stanley-bitcoin-fund-tops-wisdomtree-volume/,https://bitcoininfonews.com/morgan-stanley-bitcoin-fund-wisdomtree-volume/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.875
https://bitcoininfonews.com/next-altcoin-to-10x-is-it-hype-link-ondo-or-avax/,https://bitcoininfonews.com/next-altcoin-to-10x-hype-link-ondo-avax/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.979
https://bitcoininfonews.com/nyse-cpo-blockchain-integrate-existing-systems/,https://bitcoininfonews.com/nyse-cpo-blockchain-integration-existing-systems/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.822
https://bitcoininfonews.com/okx-singapore-stablecoin-visa-debit-card/,https://bitcoininfonews.com/okx-singapore-launches-stablecoin-funded-visa-debit-card/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.892
https://bitcoininfonews.com/ondo-finance-tokenized-shares-bitget-spot-trading/,https://bitcoininfonews.com/ondo-tokenized-shares-bitget-spot-trading/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.868
https://bitcoininfonews.com/one-of-a-kind-mansory-jesko-is-shifting-the-elite-player-base-from-winna-sportsbet-io-to-spartans-com/,https://bitcoininfonews.com/one-of-a-kind-mansory-jesko-is-shifting-the-elite-player-base-from-winna-and-amp-sportsbet-io-to-spartans-com/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.971
https://bitcoininfonews.com/opensea-delays-sea-token-launch-as-nft-market-slump-deepens/,https://bitcoininfonews.com/opensea-delays-sea-token-launch-nft-market-slump/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.891
https://bitcoininfonews.com/plubit-targets-trader-survival-with-new-exchange-model/,https://bitcoininfonews.com/plubit-targets-trader-survival-new-exchange-model/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.990
https://bitcoininfonews.com/plubit-trader-survival-exchange-model/,https://bitcoininfonews.com/plubit-targets-trader-survival-new-exchange-model/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.922
https://bitcoininfonews.com/polygon-launches-spol-liquid-staking-token-unlock-native-defi/,https://bitcoininfonews.com/polygon-launches-spol-liquid-staking-token-to-unlock-native-defi/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.995
https://bitcoininfonews.com/polymarket-acquires-brahma-boost-defi-infrastructure-trading-performance/,https://bitcoininfonews.com/polymarket-acquires-brahma-defi-infrastructure-trading-performance/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.891
https://bitcoininfonews.com/polymarket-acquires-brahma-to-boost-defi-infrastructure-and-trading-performance/,https://bitcoininfonews.com/polymarket-acquires-brahma-defi-infrastructure-trading-performance/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.882
https://bitcoininfonews.com/post-ceasefire-crypto-outlook-hangover-or-buying-opportunity/,https://bitcoininfonews.com/post-ceasefire-crypto-outlook-buying-opportunity/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.863
https://bitcoininfonews.com/ripple-tests-rlusd-automated-settlement-for-cross-border-trade-in-singapore-sandbox/,https://bitcoininfonews.com/ripple-rlusd-automated-settlement-cross-border-trade-singapore-sandbox/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.903
https://bitcoininfonews.com/ripple-treasury-brings-xrp-and-rlusd-into-corporate-finance/,https://bitcoininfonews.com/ripple-treasury-xrp-rlusd-corporate-finance/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.854
https://bitcoininfonews.com/russia-moves-to-corral-crypto-trading-punishing-retail-investors/,https://bitcoininfonews.com/russia-moves-to-corral-crypto-trading-punishing-retail/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.883
https://bitcoininfonews.com/russia-to-admit-bitcoin-ethereum-and-solana-to-its-crypto-market/,https://bitcoininfonews.com/russia-admit-bitcoin-ethereum-solana-crypto-market/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.975
https://bitcoininfonews.com/santiment-whale-and-shark-addresses-add-61000-btc/,https://bitcoininfonews.com/santiment-whale-shark-addresses-added-61000-btc/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.841
https://bitcoininfonews.com/santiment-whale-shark-addresses-add-61000-btc/,https://bitcoininfonews.com/santiment-whale-shark-addresses-added-61000-btc/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.849
https://bitcoininfonews.com/schwab-plans-spot-bitcoin-ether-trading-launch-in-first-half-of-2026/,https://bitcoininfonews.com/schwab-plans-spot-bitcoin-ether-trading-launch-first-half-2026/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.991
https://bitcoininfonews.com/sec-and-cftc-issue-new-guidelines-for-crypto-interfaces/,https://bitcoininfonews.com/sec-cftc-new-guidelines-crypto-interfaces/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.838
https://bitcoininfonews.com/sec-approves-nasdaq-tokenized-settlement-pilot/,https://bitcoininfonews.com/sec-nasdaq-tokenized-settlement-pilot/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.845
https://bitcoininfonews.com/sec-cftc-joint-crypto-regulations-take-effect-monday/,https://bitcoininfonews.com/sec-cftc-joint-crypto-regulations-take-effect/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.886
https://bitcoininfonews.com/sec-crypto-enforcement-cases-investor-protection/,https://bitcoininfonews.com/sec-some-crypto-enforcement-cases-fail-to-deliver-investor-protection/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.864
https://bitcoininfonews.com/sec-to-consider-most-crypto-assets-not-securities-under-federal-law/,https://bitcoininfonews.com/sec-consider-most-crypto-assets-not-securities-federal-law/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.906
https://bitcoininfonews.com/secure-95x-instant-roi-with-blockdags-limited-time-0-0000061-offer-xrp-eyes-enterprise-growth-shib-dips-2/,https://bitcoininfonews.com/secure-95x-instant-roi-with-blockdag-s-limited-time-0-0000061-offer-xrp-eyes-enterprise-growth-and-shib-dips/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.871
https://bitcoininfonews.com/secure-95x-instant-roi-with-blockdags-limited-time-0-0000061-offer-xrp-eyes-enterprise-growth-shib-dips/,https://bitcoininfonews.com/secure-95x-instant-roi-with-blockdag-s-limited-time-0-0000061-offer-xrp-eyes-enterprise-growth-and-shib-dips/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.914
https://bitcoininfonews.com/senate-banking-committee-to-consider-warsh-for-fed-chair-on-april-16/,https://bitcoininfonews.com/senate-banking-committee-warsh-fed-chair-april-16/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.879
https://bitcoininfonews.com/senator-warren-trump-federal-reserve-rate-cuts/,https://bitcoininfonews.com/senator-warren-trump-obstructing-federal-reserve-interest-rate-cuts/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.896
https://bitcoininfonews.com/senators-revised-stablecoin-earnings-draft-crypto-market-structure/,https://bitcoininfonews.com/senators-revised-stablecoin-earnings-draft-could-reshape-crypto-market-structure/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.921
https://bitcoininfonews.com/shiba-inu-golden-cross-xrp-payments-jump-410-btc-whale-moves-74m/,https://bitcoininfonews.com/shiba-inu-golden-cross-xrp-payments-410-btc-whale-74m/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.848
https://bitcoininfonews.com/small-altcoin-doubles-market-cap-binance-futures-hashkey/,https://bitcoininfonews.com/altcoin-doubles-market-cap-binance-futures-hashkey-listing/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.846
https://bitcoininfonews.com/solana-dapp-revenue-hits-18-month-low-as-sol-price-risks-80-retest/,https://bitcoininfonews.com/solana-dapp-revenue-18-month-low-sol-price-80-retest/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.843
https://bitcoininfonews.com/solana-usd-faces-downturn-as-network-fud-sparks-70-fears/,https://bitcoininfonews.com/solana-usd-faces-downturn-network-fud-sparks-70-fears/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.994
https://bitcoininfonews.com/spartans-com-counts-down-to-august-1-global-launch-as-flutter-posts-a-310m-net-loss-bet365-sees-profit-fall-44/,https://bitcoininfonews.com/spartans-com-counts-down-to-august-1-global-launch-as-flutter-posts-a-310m-net-loss-and-amp-bet365-sees-profit-fall-44/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.977
https://bitcoininfonews.com/spartans-com-launches-worlds-first-7m-leaderboard-a-new-case-for-the-best-online-casino-title/,https://bitcoininfonews.com/spartans-com-launches-world-s-first-7m-leaderboard-a-new-case-for-the-best-online-casino-title/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.893
https://bitcoininfonews.com/starknet-leads-layer-2-developer-activity-in-ethereum-scaling-race/,https://bitcoininfonews.com/starknet-leads-layer-2-developer-activity-ethereum-scaling-race/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.995
https://bitcoininfonews.com/strive-tuttle-leveraged-bitcoin-etf/,https://bitcoininfonews.com/strive-tuttle-file-leveraged-bitcoin-etf/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.937
https://bitcoininfonews.com/subversive-bitcoin-spac-files-with-sec-to-go-public/,https://bitcoininfonews.com/subversive-bitcoin-spac-registers-sec-go-public/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.821
https://bitcoininfonews.com/t-rowe-price-crypto-etf-tradfi-fomo-inflow-surge/,https://bitcoininfonews.com/t-rowe-price-crypto-etf-update-tradfi-inflow-surge/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.860
https://bitcoininfonews.com/trader-280-btc-long-40x-leverage-partially-liquidated/,https://bitcoininfonews.com/trader-280-btc-40x-leverage-partially-liquidated/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.890
https://bitcoininfonews.com/trading-expert-sets-date-when-bitcoin-will-hit-100000/,https://bitcoininfonews.com/trading-expert-sets-date-bitcoin-will-hit-100000/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.901
https://bitcoininfonews.com/trump-fed-pick-kevin-warsh-discloses-spacex-polymarket-and-solana-holdings/,https://bitcoininfonews.com/trump-fed-pick-kevin-warsh-spacex-polymarket-solana-holdings/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.899
https://bitcoininfonews.com/trump-fed-pick-kevin-warsh-discloses-spacex-polymarket-solana-holdings/,https://bitcoininfonews.com/trump-fed-pick-kevin-warsh-spacex-polymarket-solana-holdings/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.905
https://bitcoininfonews.com/trump-jobs-report-update-vs-bitcoins-worst-retail-participation/,https://bitcoininfonews.com/trump-jobs-report-update-vs-bitcoin-worst-retail-participation/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.883
https://bitcoininfonews.com/trump-to-end-2-week-iran-ceasefire-crypto-prediction-market-signals-odds/,https://bitcoininfonews.com/trump-end-2-week-iran-ceasefire-crypto-prediction-market/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.830
https://bitcoininfonews.com/trump-white-house-stablecoin-yield-clarity-act-standoff/,https://bitcoininfonews.com/trump-white-house-dismisses-stablecoin-yield-headache-clarity-act-standoff/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.911
https://bitcoininfonews.com/trumps-insider-109m-short-is-crypto-crashing-again/,https://bitcoininfonews.com/trumps-insider-109m-short-crypto-market-crashing-again/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.943
https://bitcoininfonews.com/uk-fca-seeks-feedback-on-crypto-guidance-ahead-of-2027-rollout/,https://bitcoininfonews.com/uk-fca-seeks-feedback-on-guidance-for-crypto-rules-ahead-of-2027-rollout/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.934
https://bitcoininfonews.com/us-attorney-recovers-600k-in-ledger-wallet-crypto-fraud-case/,https://bitcoininfonews.com/us-attorney-recovers-600k-ledger-wallet-crypto-fraud-scheme/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.869
https://bitcoininfonews.com/us-attorney-recovers-600k-ledger-wallet-crypto-fraud-case/,https://bitcoininfonews.com/us-attorney-recovers-600k-ledger-wallet-crypto-fraud-scheme/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.874
https://bitcoininfonews.com/us-opens-10t-retirement-market-to-crypto-can-bitcoin-benefit/,https://bitcoininfonews.com/us-opens-10t-retirement-market-to-crypto-can-bitcoin-btc-really-benefit/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.929
https://bitcoininfonews.com/us-sol-spot-etf-single-day-net-inflow/,https://bitcoininfonews.com/us-sol-spot-etf-net-inflow-4-64-million-single-day/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.838
https://bitcoininfonews.com/usdt0-launches-tempo-payment-chain-live-23-networks/,https://bitcoininfonews.com/usdt0-launches-tempo-payment-chain-23-networks/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.890
https://bitcoininfonews.com/veteran-financier-recommends-20-crypto-allocation-bitcoin-71k/,https://bitcoininfonews.com/veteran-financier-20-percent-crypto-allocation-bitcoin-71k/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.846
https://bitcoininfonews.com/veteran-financier-recommends-20-percent-crypto-allocation-bitcoin-71k/,https://bitcoininfonews.com/veteran-financier-20-percent-crypto-allocation-bitcoin-71k/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.894
https://bitcoininfonews.com/visa-crypto-head-us-banks-usdc-solana/,https://bitcoininfonews.com/visa-crypto-head-usdc-settlements-solana-us-banks/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.893
https://bitcoininfonews.com/visa-launches-on-the-tempo-blockchain-as-anchor-validator/,https://bitcoininfonews.com/visa-launches-on-the-tempo-blockchain-as-an-anchor-validator/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.995
https://bitcoininfonews.com/wall-street-giants-are-launching-bitcoin-etfs-and-its-just-getting-started/,https://bitcoininfonews.com/wall-street-giants-launching-bitcoin-etfs-just-getting-started/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.902
https://bitcoininfonews.com/weekly-recap-of-bitcoin-ethereum-solana-and-xrp-etf-performance/,https://bitcoininfonews.com/weekly-recap-bitcoin-ethereum-solana-xrp-etf-performance/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.988
https://bitcoininfonews.com/weekly-roundup-04-03-26-quantum-papers-drift-hack-salvage-law/,https://bitcoininfonews.com/weekly-roundup-04-03-26-quantum-papers-drift-hack-maritime-salvage-law-ep-711/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.913
https://bitcoininfonews.com/when-will-the-bitcoin-bull-run-start-analyst-markers-to-watch/,https://bitcoininfonews.com/when-will-the-bitcoin-bull-run-start-analyst-markers/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.895
https://bitcoininfonews.com/where-next-for-bitcoin-after-its-worst-quarter-since-2018/,https://bitcoininfonews.com/where-next-for-bitcoin-after-worst-quarter-since-2018/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.993
https://bitcoininfonews.com/white-house-signals-breakthrough-clarity-act-stablecoin-rules/,https://bitcoininfonews.com/white-house-signals-breakthrough-clarity-act-federal-stablecoin-floor/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.823
https://bitcoininfonews.com/why-bitcoin-is-up-6-at-75000-as-ether-and-xrp-rally/,https://bitcoininfonews.com/why-bitcoin-suddenly-up-6-percent-75000-ether-xrp-rally/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.892
https://bitcoininfonews.com/why-morgan-stanley-launched-the-cheapest-bitcoin-etf/,https://bitcoininfonews.com/why-morgan-stanley-launched-cheapest-bitcoin-etf/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.992
