source_404_url,broken_slug,live_status_code,live_location,redirect_by,suggested_target_url,score,coverage,jaccard,sequence_ratio,decision,note
https://bitcoininfonews.com/bis-retail-gold-purchases-triple-six-months-institutions-accelerate-selling/,bis-retail-gold-purchases-triple-six-months-institutions-accelerate-selling,404,,,https://bitcoininfonews.com/bis-retail-gold-purchases-tripled-institutional-selling/,0.541,0.500,0.417,0.831,keep_404,Closest winner still weak: https://bitcoininfonews.com/bis-retail-gold-purchases-tripled-institutional-selling/
https://bitcoininfonews.com/bis-retail-gold-purchases-triple-six-months-institutions-selling/,bis-retail-gold-purchases-triple-six-months-institutions-selling,404,,,https://bitcoininfonews.com/bis-retail-gold-purchases-tripled-institutional-selling/,0.589,0.556,0.455,0.874,keep_404,Closest winner still weak: https://bitcoininfonews.com/bis-retail-gold-purchases-tripled-institutional-selling/
https://bitcoininfonews.com/bitcoin-125k-etf-regulatory-change/source1,source1,404,,,,0.000,0.000,0.000,0.000,keep_404_no_candidate,No live winner candidate shared enough tokens.
https://bitcoininfonews.com/bitcoin-70k-ethereum-buy-zone-sec-crypto-framework-weekend-roundup/,bitcoin-70k-ethereum-buy-zone-sec-crypto-framework-weekend-roundup,404,,,https://bitcoininfonews.com/bitcoin-70000-ethereum-buy-zone-sec-crypto-framework-weekend-roundup/,0.889,0.900,0.818,0.970,301_now_medium_confidence,Close enough to current winner for direct 301.
https://bitcoininfonews.com/bitcoin-and-ethereum-options-worth-1-97-billion-expire-today/,bitcoin-and-ethereum-options-worth-1-97-billion-expire-today,404,,,https://bitcoininfonews.com/bitcoin-ethereum-options-expiry-1-97-billion/,0.663,0.667,0.600,0.750,keep_404,Closest winner still weak: https://bitcoininfonews.com/bitcoin-ethereum-options-expiry-1-97-billion/
https://bitcoininfonews.com/bitcoin-bottom-analyst-warns-slide-40000/,bitcoin-bottom-analyst-warns-slide-40000,404,,,https://bitcoininfonews.com/bitcoin-bottom-not-in-analyst-warns-40000-zone/,0.762,0.833,0.625,0.791,manual_review,"Likely match, but keep manual review because similarity is not strong enough."
https://bitcoininfonews.com/bitcoin-bottom-not-in-yet-analyst-warns-of-slide-toward-40000/,bitcoin-bottom-not-in-yet-analyst-warns-of-slide-toward-40000,404,,,https://bitcoininfonews.com/bitcoin-bottom-not-in-analyst-warns-40000-zone/,0.667,0.667,0.600,0.766,keep_404,Closest winner still weak: https://bitcoininfonews.com/bitcoin-bottom-not-in-analyst-warns-40000-zone/
https://bitcoininfonews.com/bitcoin-breaks-71000-as-btc-posts-1-62-daily-gain/,bitcoin-breaks-71000-as-btc-posts-1-62-daily-gain,404,,,https://bitcoininfonews.com/bitcoin-breaks-71000-btc-daily-gain/,0.700,0.667,0.667,0.833,keep_404,Closest winner still weak: https://bitcoininfonews.com/bitcoin-breaks-71000-btc-daily-gain/
https://bitcoininfonews.com/bitcoin-breaks-71000-btc-posts-162-daily-gain/,bitcoin-breaks-71000-btc-posts-162-daily-gain,404,,,https://bitcoininfonews.com/bitcoin-breaks-71000-btc-daily-gain/,0.775,0.750,0.750,0.875,manual_review,"Likely match, but keep manual review because similarity is not strong enough."
https://bitcoininfonews.com/bitcoin-depot-3-6m-hack-sparks-backlash-over-3-day-delay/,bitcoin-depot-3-6m-hack-sparks-backlash-over-3-day-delay,404,,,https://bitcoininfonews.com/bitcoin-depot-3-6m-hack-three-day-delay-backlash/,0.757,0.800,0.727,0.692,manual_review,"Likely match, but keep manual review because similarity is not strong enough."
https://bitcoininfonews.com/bitcoin-enters-reset-period-after-pullback-from-highs-what-the-consolidation-means/,bitcoin-enters-reset-period-after-pullback-from-highs-what-the-consolidation-means,404,,,https://bitcoininfonews.com/bitcoin-reset-period-consolidation-pullback-price-analysis/,0.486,0.500,0.417,0.557,keep_404,Closest winner still weak: https://bitcoininfonews.com/bitcoin-reset-period-consolidation-pullback-price-analysis/
https://bitcoininfonews.com/bitcoin-etf-inflows-march/,bitcoin-etf-inflows-march,404,,,https://bitcoininfonews.com/bitcoin-eth-sol-etf-inflows-march/,0.872,1.000,0.667,0.862,301_now_medium_confidence,Close enough to current winner for direct 301.
https://bitcoininfonews.com/bitcoin-etf-multiplier-effect-cory-klippsten-btc/,bitcoin-etf-multiplier-effect-cory-klippsten-btc,404,,,https://bitcoininfonews.com/bitcoin-etf-multiplier-effect-cory-klippsten/,0.877,0.857,0.857,0.957,301_now_medium_confidence,Close enough to current winner for direct 301.
https://bitcoininfonews.com/bitcoin-etf-multiplier-effect-cory-klippstens-btc-case/,bitcoin-etf-multiplier-effect-cory-klippstens-btc-case,404,,,https://bitcoininfonews.com/bitcoin-etf-multiplier-effect-cory-klippsten/,0.659,0.625,0.556,0.898,keep_404,Closest winner still weak: https://bitcoininfonews.com/bitcoin-etf-multiplier-effect-cory-klippsten/
https://bitcoininfonews.com/bitcoin-etf-outflows-accelerate-risk-assets-face-broad-sell-off/,bitcoin-etf-outflows-accelerate-risk-assets-face-broad-sell-off,404,,,https://bitcoininfonews.com/bitcoin-etf-outflows-us-stock-etfs-risk-assets-sell-off/,0.664,0.700,0.538,0.763,keep_404,Closest winner still weak: https://bitcoininfonews.com/bitcoin-etf-outflows-us-stock-etfs-risk-assets-sell-off/
https://bitcoininfonews.com/bitcoin-etf-outflows-accelerate-risk-assets-sell-off,bitcoin-etf-outflows-accelerate-risk-assets-sell-off,404,,,https://bitcoininfonews.com/bitcoin-etf-outflows-us-stock-etfs-risk-assets-sell-off/,0.797,0.875,0.636,0.841,manual_review,"Likely match, but keep manual review because similarity is not strong enough."
https://bitcoininfonews.com/bitcoin-etf-outflows-risk-assets-sell-off/,bitcoin-etf-outflows-risk-assets-sell-off,404,,,https://bitcoininfonews.com/bitcoin-etf-outflows-us-stock-etfs-risk-assets-sell-off/,0.881,1.000,0.700,0.854,301_now_medium_confidence,Close enough to current winner for direct 301.
https://bitcoininfonews.com/bitcoin-ethereum-options-1-97-billion-expire-today/,bitcoin-ethereum-options-1-97-billion-expire-today,404,,,https://bitcoininfonews.com/bitcoin-ethereum-options-expiry-1-97-billion/,0.732,0.750,0.667,0.787,manual_review,"Likely match, but keep manual review because similarity is not strong enough."
https://bitcoininfonews.com/bitcoin-ethereum-options-expire-today/,bitcoin-ethereum-options-expire-today,404,,,https://bitcoininfonews.com/bitcoin-options-expire-halloween/,0.589,0.600,0.500,0.696,keep_404,Closest winner still weak: https://bitcoininfonews.com/bitcoin-options-expire-halloween/
https://bitcoininfonews.com/bitcoin-ethereum-trend-release-phase-etf-inflows-short-covering/,bitcoin-ethereum-trend-release-phase-etf-inflows-short-covering,404,,,https://bitcoininfonews.com/gate-research-btc-eth-trend-release-phase-etf-inflows-short-covering/,0.715,0.778,0.538,0.824,keep_404,Closest winner still weak: https://bitcoininfonews.com/gate-research-btc-eth-trend-release-phase-etf-inflows-short-covering/
https://bitcoininfonews.com/bitcoin-falls-below-69000-down-1-27-on-the-day/,bitcoin-falls-below-69000-down-1-27-on-the-day,404,,,https://bitcoininfonews.com/bitcoin-falls-below-69000-down-1-27-percent/,0.842,0.875,0.778,0.854,301_now_medium_confidence,Close enough to current winner for direct 301.
https://bitcoininfonews.com/bitcoin-falls-below-69000-down-on-the-day/,bitcoin-falls-below-69000-down-on-the-day,404,,,https://bitcoininfonews.com/bitcoin-falls-below-69000-down-1-27-percent/,0.740,0.833,0.556,0.786,manual_review,"Likely match, but keep manual review because similarity is not strong enough."
https://bitcoininfonews.com/bitcoin-holds-70k-ethereum-buy-zone-sec-crypto-framework-weekend-crypto-roundup/,bitcoin-holds-70k-ethereum-buy-zone-sec-crypto-framework-weekend-crypto-roundup,404,,,https://bitcoininfonews.com/bitcoin-70000-ethereum-buy-zone-sec-crypto-framework-weekend-roundup/,0.811,0.818,0.750,0.884,manual_review,"Likely match, but keep manual review because similarity is not strong enough."
https://bitcoininfonews.com/bitcoin-low-volatility-65k-support/,bitcoin-low-volatility-65k-support,404,,,https://bitcoininfonews.com/bitcoin-volatility-100k-104k-support/,0.589,0.600,0.429,0.800,keep_404,Closest winner still weak: https://bitcoininfonews.com/bitcoin-volatility-100k-104k-support/
https://bitcoininfonews.com/bitcoin-price-down-today-btc-tests-below-65000-liquidations-key-data/,bitcoin-price-down-today-btc-tests-below-65000-liquidations-key-data,404,,,https://bitcoininfonews.com/why-is-bitcoin-price-down-today/,0.379,0.364,0.333,0.485,keep_404,Closest winner still weak: https://bitcoininfonews.com/why-is-bitcoin-price-down-today/
https://bitcoininfonews.com/bitcoin-spot-etfs-record-167m-net-inflow-ending-3-day-outflow-streak/,bitcoin-spot-etfs-record-167m-net-inflow-ending-3-day-outflow-streak,404,,,https://bitcoininfonews.com/bitcoin-spot-etfs-348m-outflow/,0.369,0.333,0.308,0.551,keep_404,Closest winner still weak: https://bitcoininfonews.com/bitcoin-spot-etfs-348m-outflow/
https://bitcoininfonews.com/bitcoin-steadies-after-sell-off-crypto-news-march-23-2026/,bitcoin-steadies-after-sell-off-crypto-news-march-23-2026,404,,,https://bitcoininfonews.com/bitcoin-crypto-news-march-23-2026/,0.627,0.600,0.600,0.733,keep_404,Closest winner still weak: https://bitcoininfonews.com/bitcoin-crypto-news-march-23-2026/
https://bitcoininfonews.com/bitcoin-supercycle-record-low-retail-demand-meets-18b-etf-flows/,bitcoin-supercycle-record-low-retail-demand-meets-18b-etf-flows,404,,,https://bitcoininfonews.com/bitcoin-supercycle-retail-demand-etf-flows/,0.640,0.600,0.600,0.800,keep_404,Closest winner still weak: https://bitcoininfonews.com/bitcoin-supercycle-retail-demand-etf-flows/
https://bitcoininfonews.com/bitcoin-up-6-percent-75000-ether-xrp-rally/,bitcoin-up-6-percent-75000-ether-xrp-rally,404,,,https://bitcoininfonews.com/why-bitcoin-suddenly-up-6-percent-75000-ether-xrp-rally/,0.907,1.000,0.778,0.866,301_now_high_confidence,Very close slug variant to current winner.
https://bitcoininfonews.com/bitget-delist-blum-usdt-less-than-year-after-listing/,bitget-delist-blum-usdt-less-than-year-after-listing,404,,,https://bitcoininfonews.com/bitget-delist-blum-usdt/,0.478,0.444,0.444,0.613,keep_404,Closest winner still weak: https://bitcoininfonews.com/bitget-delist-blum-usdt/
https://bitcoininfonews.com/bitget-delist-blum-usdt-token,bitget-delist-blum-usdt-token,404,,,https://bitcoininfonews.com/bitget-delist-blum-usdt/,0.817,0.800,0.800,0.885,manual_review,"Likely match, but keep manual review because similarity is not strong enough."
https://bitcoininfonews.com/bitget-to-delist-blum-usdt-less-than-year-after-listing/,bitget-to-delist-blum-usdt-less-than-year-after-listing,404,,,https://bitcoininfonews.com/bitget-delist-blum-usdt/,0.474,0.444,0.444,0.590,keep_404,Closest winner still weak: https://bitcoininfonews.com/bitget-delist-blum-usdt/
https://bitcoininfonews.com/bitmax-denies-selling-bitcoin-overseas-transfers-security-measure/,bitmax-denies-selling-bitcoin-overseas-transfers-security-measure,404,,,https://bitcoininfonews.com/bitmax-denies-selling-bitcoin-overseas-exchange-transfers-security/,0.845,0.875,0.778,0.870,301_now_medium_confidence,Close enough to current winner for direct 301.
https://bitcoininfonews.com/bitmax-denies-selling-bitcoin-says-overseas-transfers-are-a-security-measure/,bitmax-denies-selling-bitcoin-says-overseas-transfers-are-a-security-measure,404,,,https://bitcoininfonews.com/bitmax-denies-selling-bitcoin-overseas-exchange-transfers-security/,0.701,0.700,0.636,0.803,keep_404,Closest winner still weak: https://bitcoininfonews.com/bitmax-denies-selling-bitcoin-overseas-exchange-transfers-security/
https://bitcoininfonews.com/blackrock-ceo-projects-500m-annual-crypto-revenue-within-five-years/,blackrock-ceo-projects-500m-annual-crypto-revenue-within-five-years,404,,,https://bitcoininfonews.com/blackrock-ceo-crypto-500-million-annual-revenue/,0.501,0.500,0.417,0.632,keep_404,Closest winner still weak: https://bitcoininfonews.com/blackrock-ceo-crypto-500-million-annual-revenue/
https://bitcoininfonews.com/blackrock-ceo-projects-500m-annual-crypto-revenue/,blackrock-ceo-projects-500m-annual-crypto-revenue,404,,,https://bitcoininfonews.com/blackrock-ceo-crypto-500-million-annual-revenue/,0.674,0.714,0.556,0.750,keep_404,Closest winner still weak: https://bitcoininfonews.com/blackrock-ceo-crypto-500-million-annual-revenue/
https://bitcoininfonews.com/blackrock-deposits-47728-eth-and-544-btc-into-coinbase-prime/,blackrock-deposits-47728-eth-and-544-btc-into-coinbase-prime,404,,,https://bitcoininfonews.com/blackrock-deposits-47728-eth-544-btc-coinbase-prime/,0.984,1.000,1.000,0.919,301_now_high_confidence,Very close slug variant to current winner.
https://bitcoininfonews.com/blackrock-deposits-eth-btc-coinbase-prime/,blackrock-deposits-eth-btc-coinbase-prime,404,,,https://bitcoininfonews.com/blackrock-deposits-47728-eth-544-btc-coinbase-prime/,0.903,1.000,0.750,0.891,301_now_high_confidence,Very close slug variant to current winner.
https://bitcoininfonews.com/blackrock-ethereum-etf-surpasses-250m-aum-first-week-trading/,blackrock-ethereum-etf-surpasses-250m-aum-first-week-trading,404,,,https://bitcoininfonews.com/blackrock-ethereum-etf-250-million-aum-first-week/,0.651,0.667,0.545,0.771,keep_404,Closest winner still weak: https://bitcoininfonews.com/blackrock-ethereum-etf-250-million-aum-first-week/
https://bitcoininfonews.com/blackrock-ethereum-etf-surpasses-250m-aum-first-week/,blackrock-ethereum-etf-surpasses-250m-aum-first-week,404,,,https://bitcoininfonews.com/blackrock-ethereum-etf-250-million-aum-first-week/,0.721,0.750,0.600,0.832,manual_review,"Likely match, but keep manual review because similarity is not strong enough."
https://bitcoininfonews.com/blackrock-ethereum-etf-surpasses-250m-aum-in-first-week-of-trading/,blackrock-ethereum-etf-surpasses-250m-aum-in-first-week-of-trading,404,,,https://bitcoininfonews.com/blackrock-ethereum-etf-250-million-aum-first-week/,0.643,0.667,0.545,0.730,keep_404,Closest winner still weak: https://bitcoininfonews.com/blackrock-ethereum-etf-250-million-aum-first-week/
https://bitcoininfonews.com/blockdag-trademay30-cardano-hyperliquid/,blockdag-trademay30-cardano-hyperliquid,404,,,https://bitcoininfonews.com/blockdag-drops-trademay30-code-for-early-supporters-more-updates-on-cardano-crypto-stability-hyperliquid-coin-trend/,0.687,1.000,0.286,0.506,keep_404,Closest winner still weak: https://bitcoininfonews.com/blockdag-drops-trademay30-code-for-early-supporters-more-updates-on-cardano-crypto-stability-hyperliquid-coin-trend/
https://bitcoininfonews.com/blockdag-trademay30-code-cardano-crypto-stability-hyperliquid-coin-trend/,blockdag-trademay30-code-cardano-crypto-stability-hyperliquid-coin-trend,404,,,https://bitcoininfonews.com/blockdag-drops-trademay30-code-for-early-supporters-more-updates-on-cardano-crypto-stability-hyperliquid-coin-trend/,0.847,1.000,0.643,0.770,301_now_medium_confidence,Close enough to current winner for direct 301.
https://bitcoininfonews.com/boyaa-interactive-70-million-budget-cryptocurrency/,boyaa-interactive-70-million-budget-cryptocurrency,404,,,https://bitcoininfonews.com/boyaa-interactive-70-million-cryptocurrency-acquisition/,0.795,0.833,0.714,0.819,manual_review,"Likely match, but keep manual review because similarity is not strong enough."
https://bitcoininfonews.com/boyaa-interactive-sets-70-million-budget-to-acquire-cryptocurrency/,boyaa-interactive-sets-70-million-budget-to-acquire-cryptocurrency,404,,,https://bitcoininfonews.com/boyaa-interactive-70-million-cryptocurrency-acquisition/,0.621,0.625,0.556,0.711,keep_404,Closest winner still weak: https://bitcoininfonews.com/boyaa-interactive-70-million-cryptocurrency-acquisition/
https://bitcoininfonews.com/brazilian-hackers-google-play-crypto-usdt/,brazilian-hackers-google-play-crypto-usdt,404,,,https://bitcoininfonews.com/brazil-fake-google-play-store-crypto-mining-usdt-theft/,0.581,0.667,0.364,0.695,keep_404,Closest winner still weak: https://bitcoininfonews.com/brazil-fake-google-play-store-crypto-mining-usdt-theft/
https://bitcoininfonews.com/brazilian-hackers-use-fake-google-play-store-to-mine-crypto-and-steal-usdt/,brazilian-hackers-use-fake-google-play-store-to-mine-crypto-and-steal-usdt,404,,,https://bitcoininfonews.com/brazil-fake-google-play-store-crypto-mining-usdt-theft/,0.536,0.545,0.429,0.672,keep_404,Closest winner still weak: https://bitcoininfonews.com/brazil-fake-google-play-store-crypto-mining-usdt-theft/
https://bitcoininfonews.com/btc-whale-183m-long-position-price-targets/,btc-whale-183m-long-position-price-targets,404,,,https://bitcoininfonews.com/btc-whale-183-million-long-position-10-targets/,0.675,0.714,0.500,0.841,keep_404,Closest winner still weak: https://bitcoininfonews.com/btc-whale-183-million-long-position-10-targets/
https://bitcoininfonews.com/btc-whale-opens-183m-long-position-eyes-10-price-targets/,btc-whale-opens-183m-long-position-eyes-10-price-targets,404,,,https://bitcoininfonews.com/btc-whale-183-million-long-position-10-targets/,0.603,0.600,0.500,0.765,keep_404,Closest winner still weak: https://bitcoininfonews.com/btc-whale-183-million-long-position-10-targets/
https://bitcoininfonews.com/buyers-rush-to-secure-blockdag-at-0-0000061-while-hyperliquid-battles-35-floor-monero-eyes-upside/,buyers-rush-to-secure-blockdag-at-0-0000061-while-hyperliquid-battles-35-floor-monero-eyes-upside,404,,,https://bitcoininfonews.com/buyers-rush-to-secure-blockdag-at-0-0000061-while-hyperliquid-battles-35-floor-and-monero-eyes-upside/,0.996,1.000,1.000,0.980,301_now_high_confidence,Very close slug variant to current winner.
https://bitcoininfonews.com/bydfi-expands-european-reach-next-block-expo-2026-warsaw/,bydfi-expands-european-reach-next-block-expo-2026-warsaw,404,,,https://bitcoininfonews.com/bydfi-expands-european-reach-with-next-block-expo-2026-sponsorship-in-warsaw/,0.940,1.000,0.900,0.848,301_now_high_confidence,Very close slug variant to current winner.
https://bitcoininfonews.com/bydfis-expands-european-reach-with-next-block-expo-2026-sponsorship-in-warsaw/,bydfis-expands-european-reach-with-next-block-expo-2026-sponsorship-in-warsaw,404,,,https://bitcoininfonews.com/bydfi-expands-european-reach-with-next-block-expo-2026-sponsorship-in-warsaw/,0.894,0.900,0.818,0.993,301_now_medium_confidence,Close enough to current winner for direct 301.
https://bitcoininfonews.com/cdn-cgi/l/email-protection,email-protection,404,,,https://bitcoininfonews.com/trumps-law-defi-irs-protection/,0.413,0.500,0.167,0.565,keep_404,Closest winner still weak: https://bitcoininfonews.com/trumps-law-defi-irs-protection/
https://bitcoininfonews.com/chainlinks-rise-storys-struggles-cold-wallets-6-4m-presale-at-0-00998-stands-out/IMAGE_URL,IMAGE_URL,404,,,https://bitcoininfonews.com/openai-image-generator-release/,0.310,0.500,0.200,0.000,keep_404,Closest winner still weak: https://bitcoininfonews.com/openai-image-generator-release/
https://bitcoininfonews.com/circle-unveils-new-token-to-give-bitcoin-more-utility/,circle-unveils-new-token-to-give-bitcoin-more-utility,404,,,https://bitcoininfonews.com/circle-new-token-bitcoin-utility/,0.608,0.571,0.571,0.753,keep_404,Closest winner still weak: https://bitcoininfonews.com/circle-new-token-bitcoin-utility/
https://bitcoininfonews.com/citibank-estimates-hong-kong-stablecoin-market-at-hk124-8-billion-as-licensed-exchanges-eye-gains/,citibank-estimates-hong-kong-stablecoin-market-at-hk124-8-billion-as-licensed-exchanges-eye-gains,404,,,https://bitcoininfonews.com/citibank-hong-kong-stablecoin-market-hk124-billion/,0.567,0.538,0.538,0.680,keep_404,Closest winner still weak: https://bitcoininfonews.com/citibank-hong-kong-stablecoin-market-hk124-billion/
https://bitcoininfonews.com/citibank-hong-kong-stablecoin-market-hk124-8-billion/,citibank-hong-kong-stablecoin-market-hk124-8-billion,404,,,https://bitcoininfonews.com/citibank-hong-kong-stablecoin-market-hk124-billion/,0.896,0.875,0.875,0.980,301_now_medium_confidence,Close enough to current winner for direct 301.
