url,slug,source_file,object_kind,object_id,lookup_error,update_status,verify_robots,verify_result,response_excerpt
https://bitcoininfonews.com/ethereum-2025-meme-coin-influx/,ethereum-2025-meme-coin-influx,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,15979,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/fartcoin-rise-meme-coin-market/,fartcoin-rise-meme-coin-market,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,15400,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/fartcoin-surpasses-bonk-leads-solana/,fartcoin-surpasses-bonk-leads-solana,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,9209,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/freight-technologies-trump-meme-coins/,freight-technologies-trump-meme-coins,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,11039,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/geefi-gee-surges-as-avalanche-avax-news-breaks-price-predictions-show-gee-might-outpace-major-tokens/,geefi-gee-surges-as-avalanche-avax-news-breaks-price-predictions-show-gee-might-outpace-major-tokens,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,30990,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/ghibli-meme-coins-chatgpt4o-trend/,ghibli-meme-coins-chatgpt4o-trend,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,6100,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/grab-mobu-top-meme-coin-to-join-now-in-oct-2025/,grab-mobu-top-meme-coin-to-join-now-in-oct-2025,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,27967,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/kelsier-ventures-eyeing-nigeria/,kelsier-ventures-eyeing-nigeria,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,3202,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/la-culex-trump-and-bonk-buzz-as-best-meme-coins-to-buy/,la-culex-trump-and-bonk-buzz-as-best-meme-coins-to-buy,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,29380,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/matrixport-global-liquidity-meme-coins/,matrixport-global-liquidity-meme-coins,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,4371,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/may-2025-altcoin-outlook/,may-2025-altcoin-outlook,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,11378,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/mcgregor-token-fundraising-shortfall/,mcgregor-token-fundraising-shortfall,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,7490,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/meet-the-top-5-cat-meme-coins-redefining-the-market/,meet-the-top-5-cat-meme-coins-redefining-the-market,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,1826,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/melania-meme-coin-gamble-raises-questions/,melania-meme-coin-gamble-raises-questions,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,2921,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/melania-meme-sparks-crypto-frenzy/,melania-meme-sparks-crypto-frenzy,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,2396,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/melania-trump-milei-crypto-fraud/,melania-trump-milei-crypto-fraud,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,28190,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/meme-coin-donations-giggle-academy/,meme-coin-donations-giggle-academy,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,25907,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/meme-coin-season-index-low/,meme-coin-season-index-low,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,4335,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/meme-coin-whales-on-the-move-stacking-up-on-pepe-dumping-wif/,meme-coin-whales-on-the-move-stacking-up-on-pepe-dumping-wif,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,1720,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/meme-coins-2025-market-highlights/,meme-coins-2025-market-highlights,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,12941,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/meme-coins-decline-speculative-hype/,meme-coins-decline-speculative-hype,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,31123,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/meme-coins-market-shifts/,meme-coins-market-shifts,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,4418,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/meme-coins-penguins-useless-gains/,meme-coins-penguins-useless-gains,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,18603,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/meme-coins-spx-mind-gains/,meme-coins-spx-mind-gains,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,16347,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/meme-coins-trending-october-2025/,meme-coins-trending-october-2025,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,26357,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/missed-gigachad-this-cats-already-in-third-stage-and-gunning-for-meme-coin-supremacy/,missed-gigachad-this-cats-already-in-third-stage-and-gunning-for-meme-coin-supremacy,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,11760,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/missed-ponkes-pump-this-new-meme-coin-could-be-your-next-shot-to-success/,missed-ponkes-pump-this-new-meme-coin-could-be-your-next-shot-to-success,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,8233,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/neiro-price-surge-dog-meme/,neiro-price-surge-dog-meme,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,13982,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/ossoff-calls-impeachment-trump-meme-coin/,ossoff-calls-impeachment-trump-meme-coin,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,10100,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/pepe-eyes-0-000014-mobu-leads-meme-coins-that-will-explode/,pepe-eyes-0-000014-mobu-leads-meme-coins-that-will-explode,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,29309,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/pepe-wif-meme-coin-rally/,pepe-wif-meme-coin-rally,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,14005,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/pi-coin-price-predictions-2026-2027/,pi-coin-price-predictions-2026-2027,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,19492,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/pi-network-2030-price-prediction/,pi-network-2030-price-prediction,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,23372,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/pi-network-development-price-speculation/,pi-network-development-price-speculation,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,13033,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/pi-network-price-predictions-may-2025/,pi-network-price-predictions-may-2025,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,12503,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/ponke-left-you-behind-this-meme-coin-might-rewrite-your-comeback-story/,ponke-left-you-behind-this-meme-coin-might-rewrite-your-comeback-story,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,9810,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/pudgy-penguins-price-prediction-pengu-recovers-to-0-01354-but-troller-cat-at-0-00001166-offers-4453-return/,pudgy-penguins-price-prediction-pengu-recovers-to-0-01354-but-troller-cat-at-0-00001166-offers-4453-return,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,13597,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/pump-ico-solana-impact-altcoins/,pump-ico-solana-impact-altcoins,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,19199,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/rogoff-bitcoin-prediction-error/,rogoff-bitcoin-prediction-error,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,23023,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/runes-meme-coin-on-solana/,runes-meme-coin-on-solana,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,2561,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/six-meme-coins-2025-market/,six-meme-coins-2025-market,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,15503,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/solana-cardano-polkadot-2025-price-predictions/,solana-cardano-polkadot-2025-price-predictions,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,21590,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/solana-dex-meteora-lawsuit-meme-coin/,solana-dex-meteora-lawsuit-meme-coin,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,9233,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/solana-meme-coin-snort-rally/,solana-meme-coin-snort-rally,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,28116,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/the-rise-of-milk-mocha-hugs-a-meme-coin-finally-offering-real-utility/,the-rise-of-milk-mocha-hugs-a-meme-coin-finally-offering-real-utility,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,29435,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/this-meme-coin-jumps-by-50-following-further-support-from-binance/,this-meme-coin-jumps-by-50-following-further-support-from-binance,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,1862,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/top-meme-coins-june-2025/,top-meme-coins-june-2025,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,16638,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/trader-solana-meme-coin-profit/,trader-solana-meme-coin-profit,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,9378,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/tron-price-2026-prediction-rise-bullish/,tron-price-2026-prediction-rise-bullish,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,14553,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/trump-crypto-dinner-investors/,trump-crypto-dinner-investors,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,15323,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/trump-crypto-meme-coin-surge/,trump-crypto-meme-coin-surge,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,30447,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/trump-crypto-whales-dinner-event/,trump-crypto-whales-dinner-event,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,14662,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/trump-meme-coin-gala-investors/,trump-meme-coin-gala-investors,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,14802,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/trump-meme-coin-utility-expansion/,trump-meme-coin-utility-expansion,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,13145,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/trump-sons-cease-desist-meme-coin/,trump-sons-cease-desist-meme-coin,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,16841,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/us-lawmakers-trump-meme-coin/,us-lawmakers-trump-meme-coin,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,7724,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/wall-street-pepe-solana-airdrop/,wall-street-pepe-solana-airdrop,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,27437,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/why-this-newest-bull-on-the-block-is-the-best-new-meme-coin-to-buy-and-hold-for-the-short-term/,why-this-newest-bull-on-the-block-is-the-best-new-meme-coin-to-buy-and-hold-for-the-short-term,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,15609,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/wif-bullish-momentum-solana/,wif-bullish-momentum-solana,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,12608,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/xrp-2026-price-predictions-lacking-endorsement/,xrp-2026-price-predictions-lacking-endorsement,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,21350,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/xrp-adoption-latin-america-price-rise/,xrp-adoption-latin-america-price-rise,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,10145,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/xrp-dogecoin-pi-coin-price-predictions-sep-2025/,xrp-dogecoin-pi-coin-price-predictions-sep-2025,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,24984,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/xrp-prediction-2026-claims-lack-evidence/,xrp-prediction-2026-claims-lack-evidence,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,32543,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/xrp-price-prediction-1000-by-2030-bitcoin-market-cap/,xrp-price-prediction-1000-by-2030-bitcoin-market-cap,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,35692,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/xrp-price-prediction-whale-scoops-20m-coins-1-27-1-35-levels-light-up/,xrp-price-prediction-whale-scoops-20m-coins-1-27-1-35-levels-light-up,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,35536,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/xrp-price-predictions-officially-unconfirmed/,xrp-price-predictions-officially-unconfirmed,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,20110,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/crypto-exchange-fees-calculator/,crypto-exchange-fees-calculator,bitcoininfonews_action_noindex_utility_now_2026-06-12.csv,page,1403,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/coin-heatmap/,coin-heatmap,bitcoininfonews_action_noindex_utility_now_2026-06-12.csv,page,7,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/bitcoin-mining-calculator/,bitcoin-mining-calculator,bitcoininfonews_action_noindex_utility_now_2026-06-12.csv,page,1389,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/profit-calculator/,profit-calculator,bitcoininfonews_action_noindex_utility_now_2026-06-12.csv,page,1398,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/tax-calculator/,tax-calculator,bitcoininfonews_action_noindex_utility_now_2026-06-12.csv,page,38,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/live-crypto-price/,live-crypto-price,bitcoininfonews_action_noindex_utility_now_2026-06-12.csv,page,14,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/crypto-history-calculator/,crypto-history-calculator,bitcoininfonews_action_noindex_utility_now_2026-06-12.csv,page,1380,,200,"noindex, follow",ok,retry_touch=200
