source_url,target_url,source_title,target_title,reason,batch
https://bitcoininfonews.com/bitwise-near-etf-delaware-registration-2/,https://bitcoininfonews.com/bitwise-near-etf-delaware-registration/,Bitwise Registers NEAR ETF in Delaware for Crypto Access,Bitwise Registers NEAR ETF in Delaware for SEC Approval,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/bitwise-near-etf-delaware-registration-3/,https://bitcoininfonews.com/bitwise-near-etf-delaware-registration/,"Bitwise Registers NEAR ETF in Delaware, Expanding Crypto Catalog",Bitwise Registers NEAR ETF in Delaware for SEC Approval,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/blockdag-2025-mining-referrals-and-rewards-driving-roi-2/,https://bitcoininfonews.com/blockdag-2025-mining-referrals-and-rewards-driving-roi/,"BlockDAG 2025: Mining, Referrals, and Rewards Driving ROI","BlockDAG 2025: Mining, Referrals, and Rewards Driving ROI",numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/blockdag-bwt-alpine-f1-deal-drives-420m-presale-momentum-2/,https://bitcoininfonews.com/blockdag-bwt-alpine-f1-deal-drives-420m-presale-momentum/,BlockDAG BWT Alpine F1 Deal Drives $420M+ Presale Momentum,BlockDAG BWT Alpine F1 Deal Drives $420M+ Presale Momentum,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/blockdag-explained-hybrid-blockchain-with-dag-speed-smart-contract-support-2/,https://bitcoininfonews.com/blockdag-explained-hybrid-blockchain-with-dag-speed-smart-contract-support/,BlockDAG Explained: Hybrid Blockchain with DAG Speed & Smart Contract Support,BlockDAG Explained: Hybrid Blockchain with DAG Speed & Smart Contract Support,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/blockdag-nears-410m-presale-as-eth-and-xrp-lose-strength-2/,https://bitcoininfonews.com/blockdag-nears-410m-presale-as-eth-and-xrp-lose-strength/,BlockDAG Nears $410M Presale as ETH and XRP Lose Strength,BlockDAG Nears $410M Presale as ETH and XRP Lose Strength,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/blockdags-3m-miners-outshine-ethereum-and-arbitrum-resistance-2/,https://bitcoininfonews.com/blockdags-3m-miners-outshine-ethereum-and-arbitrum-resistance/,BlockDAG’s 3M Miners Outshine Ethereum and Arbitrum Resistance,BlockDAG’s 3M Miners Outshine Ethereum and Arbitrum Resistance,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/blockdags-presale-hits-336m-and-little-pepes-stage-3-presale-gains-2/,https://bitcoininfonews.com/blockdags-presale-hits-336m-and-little-pepes-stage-3-presale-gains/,BlockDAG’s Presale Hits $336M and Little Pepe’s Stage 3 Presale Gains,BlockDAG’s Presale Hits $336M and Little Pepe’s Stage 3 Presale Gains,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/blockdags-x-series-and-sports-partnerships-outperform-xrp-and-okb-as-the-best-crypto-platform-with-383m-raised-2/,https://bitcoininfonews.com/blockdags-x-series-and-sports-partnerships-outperform-xrp-and-okb-as-the-best-crypto-platform-with-383m-raised/,BlockDAG’s X Series and Sports Partnerships Outperform XRP and OKB as the Best Crypto Platform with $383M Raised,BlockDAG’s X Series and Sports Partnerships Outperform XRP and OKB as the Best Crypto Platform with $383M Raised,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/brown-university-bitcoin-etf-investment-2/,https://bitcoininfonews.com/brown-university-bitcoin-etf-investment/,Brown University Invests $4.9M in Bitcoin ETF,Brown University Invests $4.9M in Bitcoin ETF,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/brown-university-bitcoin-etf-investment-3/,https://bitcoininfonews.com/brown-university-bitcoin-etf-investment/,Brown University Invests $4.9M in BlackRock's Bitcoin ETF,Brown University Invests $4.9M in Bitcoin ETF,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/buyers-rush-to-secure-blockdag-at-0-0000061-while-hyperliquid-battles-35-floor-and-monero-eyes-upside-2/,https://bitcoininfonews.com/buyers-rush-to-secure-blockdag-at-0-0000061-while-hyperliquid-battles-35-floor-and-monero-eyes-upside/,"Buyers Rush to Secure BlockDAG at $0.0000061, While Hyperliquid Battles $35 Floor & Monero Eyes Upside","Buyers Rush to Secure BlockDAG at $0.0000061, While Hyperliquid Battles $35 Floor & Monero Eyes Upside",numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/canada-unregistered-crypto-exchanges-2/,https://bitcoininfonews.com/canada-unregistered-crypto-exchanges/,Canada Targets Unregistered Crypto Exchanges in Major Laundering Case,Canada Targets Unregistered Crypto Exchanges in Major Laundering Case,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/canary-capital-xrp-etf-launch-2/,https://bitcoininfonews.com/canary-capital-xrp-etf-launch/,Canary Capital's XRP ETF Launch Achieves Record Inflows,XRP ETF Launching Soon Under Canary Capital,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/cardano-chainlink-blockdag-best-long-term-crypto-picks-2025-2/,https://bitcoininfonews.com/cardano-chainlink-blockdag-best-long-term-crypto-picks-2025/,"Cardano, Chainlink, & BlockDAG: Best Long-Term Crypto Picks 2025","Cardano, Chainlink, & BlockDAG: Best Long-Term Crypto Picks 2025",numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/celsius-founder-sentenced-fraud-2/,https://bitcoininfonews.com/celsius-founder-sentenced-fraud/,Celsius Founder Alex Mashinsky Sentenced to 12 Years for Fraud,Celsius Founder Alex Mashinsky Sentenced to 12 Years for Fraud,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/cftc-leveraged-crypto-trading-2025-2/,https://bitcoininfonews.com/cftc-leveraged-crypto-trading-2025/,CFTC Targets December 2025 for Leveraged Crypto Trading Launch,CFTC to Launch Leveraged Crypto Trading by December 2025,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/chaincatcher-alibaba-cloud-web3-infrastructure-2/,https://bitcoininfonews.com/chaincatcher-alibaba-cloud-web3-infrastructure/,ChainCatcher Partners with Alibaba Cloud to Boost Web3 Infrastructure,ChainCatcher Teams Up with Alibaba Cloud for Web3 Growth,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/chainlink-cardano-blockdag-which-is-the-best-crypto-for-2025-2/,https://bitcoininfonews.com/chainlink-cardano-blockdag-which-is-the-best-crypto-for-2025/,"Chainlink, Cardano, BlockDAG: Which Is the Best Crypto for 2025?","Chainlink, Cardano, BlockDAG: Which Is the Best Crypto for 2025?",numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/changpeng-zhao-denies-wsj-claims-2/,https://bitcoininfonews.com/changpeng-zhao-denies-wsj-claims/,"Changpeng Zhao Rejects WSJ Claims, Cites Reputation Attack",Changpeng Zhao Denies WSJ Claims Amid Ongoing Legal Challenges,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/circle-national-trust-bank-charter-usdc-2/,https://bitcoininfonews.com/circle-national-trust-bank-charter-usdc/,Circle Seeks National Trust Bank Charter for USDC Stability,Circle Seeks National Trust Bank Charter for USDC Management,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/cleanspark-record-revenue-bitcoin-mining-2/,https://bitcoininfonews.com/cleanspark-record-revenue-bitcoin-mining/,CleanSpark Achieves Record Revenue with Sustainable Bitcoin Mining,CleanSpark Reports Record Revenue with 62.5% Growth in Bitcoin Mining,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/coinbase-acquires-deribit-2-9-billion-2/,https://bitcoininfonews.com/coinbase-acquires-deribit-2-9-billion/,Coinbase Acquires Deribit in $2.9 Billion Deal,Coinbase Purchases Deribit for $2.9 Billion Enhancing Trading Revenues,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/coinbase-acquires-deribit-crypto-deal-2/,https://bitcoininfonews.com/coinbase-acquires-deribit-crypto-deal/,Coinbase Acquires Deribit in $2.9 Billion Crypto Deal,Coinbase Acquires Deribit in $2.9 Billion Crypto Deal,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/court-blocks-trump-tariffs-2/,https://bitcoininfonews.com/court-blocks-trump-tariffs/,U.S. Court Blocks Trump's Liberation Day Tariffs,U.S. Court Blocks Trump's Global Tariff Plan,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/crypto-firms-bank-charters-meme-coins-2/,https://bitcoininfonews.com/crypto-firms-bank-charters-meme-coins/,Crypto Firms Eye Bank Charters Amid Meme Coin Surge,Crypto Firms' Bank Charter Pursuits Boost Meme Coin Interest,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/crypto-firms-seek-bank-charters-2/,https://bitcoininfonews.com/crypto-firms-seek-bank-charters/,Crypto Firms Seeking Bank Charters Under Trump,Crypto Firms Pursue Bank Charters Amid Rising Meme Coin Interest,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/crypto-perpetual-futures-us-trading-2/,https://bitcoininfonews.com/crypto-perpetual-futures-us-trading/,Crypto Perpetual Futures Approved for U.S. Trading,Crypto Perpetual Futures May Trade in US Soon,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/crypto-top-gainers-2025-blockdag-polkadot-aptos-and-xrp-on-every-watchlist-2/,https://bitcoininfonews.com/crypto-top-gainers-2025-blockdag-polkadot-aptos-and-xrp-on-every-watchlist/,"Crypto Top Gainers 2025: BlockDAG, Polkadot, Aptos, and XRP on Every Watchlist","Crypto Top Gainers 2025: BlockDAG, Polkadot, Aptos, and XRP on Every Watchlist",numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/crypto-vc-funding-q1-2025-2/,https://bitcoininfonews.com/crypto-vc-funding-q1-2025/,Crypto VC Funding in Q1 2025 Exceeds $4.5 Billion,Crypto VC Funding in Q1 2025 Rises 40%,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/cz-buys-mubarak-tst-tokens-2/,https://bitcoininfonews.com/cz-buys-mubarak-tst-tokens/,CZ Purchases MUBARAK and TST Tokens for $1200,CZ Buys MUBARAK and TST Tokens for Testing,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/defi-tvl-drops-below-95-billion-2/,https://bitcoininfonews.com/defi-tvl-drops-below-95-billion/,DeFi Total Value Locked Falls 30% from December Peak,DeFi Sector Sees TVL Drop to Under $95 Billion,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/elon-musk-america-party-bitcoin-2/,https://bitcoininfonews.com/elon-musk-america-party-bitcoin/,Elon Musk Proposes America Party to Embrace Bitcoin,Elon Musk Launches Pro-Bitcoin 'America Party',numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/elon-musk-america-party-bitcoin-3/,https://bitcoininfonews.com/elon-musk-america-party-bitcoin/,Elon Musk Announces New Party to Embrace Bitcoin,Elon Musk Launches Pro-Bitcoin 'America Party',numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/elon-musk-launches-america-party-2/,https://bitcoininfonews.com/elon-musk-launches-america-party/,Elon Musk Launches America Party Amidst Trump Criticism,Elon Musk Forms America Party Amid Fiscal Concerns,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/elon-musk-sells-x-to-xai-2/,https://bitcoininfonews.com/elon-musk-sells-x-to-xai/,Elon Musk Transfers X to Startup xAI Amid Legal Dispute,Elon Musk Sells X to xAI Amid Legal Challenges,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/eth-drops-to-1400-bdag-launches-devs-launchpad-xrp-etf-incoming-2/,https://bitcoininfonews.com/eth-drops-to-1400-bdag-launches-devs-launchpad-xrp-etf-incoming/,"ETH Drops to $1,400, BDAG Launches Devs Launchpad! XRP ETF Incoming?","ETH Drops to $1,400, BDAG Launches Devs Launchpad! XRP ETF Incoming?",numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/ethena-dips-xrp-outlook-rises-blockdag-ignites-token2049-with-0-03-presale-2/,https://bitcoininfonews.com/ethena-dips-xrp-outlook-rises-blockdag-ignites-token2049-with-0-03-presale/,"Ethena Cools, XRP Eyes $5, but BlockDAG’s Token2049 Debut, and 2049% Bonus Make It 2025’s Must-Watch Crypto","Ethena Dips, XRP Outlook Rises, BlockDAG Ignites Token2049 with $0.03 Presale",numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/ethereum-foundation-new-leadership-2025-2/,https://bitcoininfonews.com/ethereum-foundation-new-leadership-2025/,Ethereum Foundation Introduces Dual-Executive Model for 2025,Ethereum Foundation Appoints New Co-Executive Directors,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/ethereum-foundation-sells-10000-eth-2/,https://bitcoininfonews.com/ethereum-foundation-sells-10000-eth/,"Ethereum Foundation Sells 10,000 ETH to Fund Research","Ethereum Foundation Sells 10,000 ETH to SharpLink Gaming",numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/ethereum-pectra-upgrade-may-2025-2/,https://bitcoininfonews.com/ethereum-pectra-upgrade-may-2025/,Ethereum's Pectra Upgrade Confirmed for May 2025 Launch,Ethereum Pectra Upgrade Set for May 2025 Launch,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/eu-sanctions-a7a5-stablecoin-2/,https://bitcoininfonews.com/eu-sanctions-a7a5-stablecoin/,EU Sanctions Russia's A7A5 Stablecoin in Latest Crackdown,EU Sanctions Russian-Backed A7A5 Stablecoin in New Measures,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/federal-reserve-eases-crypto-rules-2/,https://bitcoininfonews.com/federal-reserve-eases-crypto-rules/,Federal Reserve Eases Crypto Rules for U.S. Banks,Federal Reserve Eases Crypto Rules for U.S. Banks,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/fidelity-launches-solana-etf-2/,https://bitcoininfonews.com/fidelity-launches-solana-etf/,Fidelity Launches Solana ETF on NYSE Arca,Fidelity Launches Solana ETF on NYSE Arca,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/florida-bitcoin-reserve-bills-withdrawn-2/,https://bitcoininfonews.com/florida-bitcoin-reserve-bills-withdrawn/,Florida Withdraws Bitcoin Reserve Bills Amid U.S. Legislative Challenges,Florida Withdraws Bitcoin Reserve Bills from Consideration,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/france-crypto-kidnappings-security-measures-2/,https://bitcoininfonews.com/france-crypto-kidnappings-security-measures/,Crypto Execs Kidnapped in France Prompt Security Talks,France Boosts Security Amid Rising Crypto Kidnappings,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/ftx-creditor-payments-may-2/,https://bitcoininfonews.com/ftx-creditor-payments-may/,FTX Plans Creditor Payments by May End,FTX to Start Creditor Payments by May Ending,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/ftx-creditor-repayment-5-billion-2/,https://bitcoininfonews.com/ftx-creditor-repayment-5-billion/,FTX Initiates $5 Billion Creditor Repayment Phase,FTX Initiates $5.4 Billion Creditor Repayment,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/gamestop-bitcoin-treasury-asset-2/,https://bitcoininfonews.com/gamestop-bitcoin-treasury-asset/,GameStop Adopts Bitcoin as Treasury Asset,GameStop Incorporates Bitcoin as Treasury Reserve Asset,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/genius-act-stablecoin-regulation-2/,https://bitcoininfonews.com/genius-act-stablecoin-regulation/,"GENIUS Act Passes House, Federal Stablecoin Regulation Awaits",U.S. Senate Passes GENIUS Act for Stablecoin Regulation,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/genius-act-stablecoin-regulation-2025/,https://bitcoininfonews.com/genius-act-stablecoin-regulation/,US Senate Approves GENIUS Act Regulating Stablecoins Nationwide,U.S. Senate Passes GENIUS Act for Stablecoin Regulation,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/genius-act-us-stablecoin-regulations-2/,https://bitcoininfonews.com/genius-act-us-stablecoin-regulations/,GENIUS Act Sets U.S. Stablecoin Regulations,GENIUS Act Moves Forward as Senate Approves Stablecoin Regulation,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/hong-kong-stablecoin-regulations-2025-2/,https://bitcoininfonews.com/hong-kong-stablecoin-regulations-2025/,Hong Kong Launches Stablecoin Regulations for Financial Efficiency,Hong Kong to Enforce Stablecoin Regulations August 2025,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/hong-kong-stablecoin-regulations-2025-3/,https://bitcoininfonews.com/hong-kong-stablecoin-regulations-2025/,Hong Kong to Enforce Stablecoin Regulations by 2025,Hong Kong to Enforce Stablecoin Regulations August 2025,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/ibm-anthropic-ai-partnership-2/,https://bitcoininfonews.com/ibm-anthropic-ai-partnership/,IBM Shares Surge After Announcing Anthropic AI Partnership,IBM Shares Surge After Announcing Anthropic AI Partnership,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/illinois-crypto-consumer-protection-laws-2/,https://bitcoininfonews.com/illinois-crypto-consumer-protection-laws/,Illinois Enacts New Crypto Consumer Protection Laws,Illinois Enacts Crypto Consumer Protection Bills,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/jpmorgan-bitcoin-ethereum-loan-collateral-2/,https://bitcoininfonews.com/jpmorgan-bitcoin-ethereum-loan-collateral/,JPMorgan to Accept Bitcoin and Ethereum as Loan Collateral,JPMorgan Integrates Bitcoin and Ethereum as Loan Collateral,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/jpmorgan-clients-buy-bitcoin-105300/,https://bitcoininfonews.com/jpmorgan-clients-buy-bitcoin/,"JPMorgan Clients Can Buy Bitcoin at $105,300","JPMorgan Opens Bitcoin Buying to Clients, No Custody Services",numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/jpmorgan-clients-buy-bitcoin-2/,https://bitcoininfonews.com/jpmorgan-clients-buy-bitcoin/,JPMorgan Allows Bitcoin Purchases; CEO Remains Skeptical,"JPMorgan Opens Bitcoin Buying to Clients, No Custody Services",numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/libre-tokenizes-500m-telegram-bonds-2/,https://bitcoininfonews.com/libre-tokenizes-500m-telegram-bonds/,Libre Tokenizes $500M Telegram Bonds on TON Network,Libre Tokenizes $500M of Telegram Bonds on TON Blockchain,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/meta-anduril-military-xr-headsets-2/,https://bitcoininfonews.com/meta-anduril-military-xr-headsets/,Meta and Anduril Partner to Develop Military XR Headsets,Meta Partners with Anduril for Military XR Gear,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/meta-rejects-bitcoin-treasury-proposal-2/,https://bitcoininfonews.com/meta-rejects-bitcoin-treasury-proposal/,Meta Platforms Rejects Bitcoin Treasury Proposal,Meta Shareholders Reject Bitcoin Treasury Allocation Proposal,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/meta-rejects-bitcoin-treasury-proposal-3/,https://bitcoininfonews.com/meta-rejects-bitcoin-treasury-proposal/,Meta Rejects Bitcoin Adoption for Corporate Treasury,Meta Shareholders Reject Bitcoin Treasury Allocation Proposal,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/meta-shareholders-reject-bitcoin-proposal-2/,https://bitcoininfonews.com/meta-shareholders-reject-bitcoin-proposal/,Meta Shareholders Reject Bitcoin Treasury Proposal,Meta Shareholders Reject Bitcoin Treasury Proposal,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/meta-shareholders-reject-bitcoin-treasury-2/,https://bitcoininfonews.com/meta-shareholders-reject-bitcoin-treasury/,Meta Shareholders Reject Bitcoin Addition to Treasury Reserves,Meta Shareholders Reject Bitcoin Treasury Proposal,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/metaplanet-expands-bitcoin-holdings-2/,https://bitcoininfonews.com/metaplanet-expands-bitcoin-holdings/,Metaplanet Secures $54 Million to Expand Bitcoin Holdings,Metaplanet Expands Bitcoin Holdings with Bold Investment Strategy,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/michael-saylor-bitcoin-purchase-signals-2/,https://bitcoininfonews.com/michael-saylor-bitcoin-purchase-signals/,Michael Saylor Hints at New Bitcoin Purchases by Strategy Inc.,Michael Saylor Signals New Strategy Bitcoin Purchases,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
https://bitcoininfonews.com/michael-saylor-bitcoin-strategy-impact-2/,https://bitcoininfonews.com/michael-saylor-bitcoin-strategy-impact/,"Michael Saylor's Bitcoin Strategy Boosts MSTR by 3,558%",Michael Saylor's Bitcoin Strategy Signals Future Market Impact,numbered duplicate with indexable base canonical,batch_3_duplicate_consolidation
