cluster,url,slug,title,matched_rule,gsc_clicks,gsc_impressions,lookup_status,lookup_result,lookup_note,post_id,post_status,post_date,post_link,trash_status,trash_result,trash_note
BTFD,https://bitcoininfonews.com/btfd-coin-joins-top-new-meme-coins-to-invest-in-this-month-with-irresistible-bonus-plus-cat-and-chillguy-news/,btfd-coin-joins-top-new-meme-coins-to-invest-in-this-month-with-irresistible-bonus-plus-cat-and-chillguy-news,BTFD Coin Joins Top New Meme Coins to Invest in This Month With Irresistible Bonus [Plus $CAT and $CHILLGUY News],brand_btfd|phrase_bonus,0,0,200,found,,9584,publish,2025-04-25T09:45:00,https://bitcoininfonews.com/btfd-coin-joins-top-new-meme-coins-to-invest-in-this-month-with-irresistible-bonus-plus-cat-and-chillguy-news/,200,trashed,trash
BTFD,https://bitcoininfonews.com/btfd-coin-presale-ends-soon/,btfd-coin-presale-ends-soon,BTFD Coin Nears Presale End with $7 Million Raised,brand_btfd|phrase_presale,0,0,200,found,,13918,publish,2025-05-18T19:08:44,https://bitcoininfonews.com/btfd-coin-presale-ends-soon/,200,trashed,trash
BTFD,https://bitcoininfonews.com/btfd-coin-presale-potential-roi/,btfd-coin-presale-potential-roi,BTFD Coin Presale Offers Potential 2900% ROI,brand_btfd|phrase_presale|phrase_roi,0,0,200,found,,9962,publish,2025-04-26T19:07:30,https://bitcoininfonews.com/btfd-coin-presale-potential-roi/,200,trashed,trash
BTFD,https://bitcoininfonews.com/btfd-coin-presale-progress-2025/,btfd-coin-presale-progress-2025,BTFD Coin Presale Nears End with $6.7M Raised,brand_btfd|phrase_presale,0,0,200,found,,13547,publish,2025-05-16T15:05:11,https://bitcoininfonews.com/btfd-coin-presale-progress-2025/,200,trashed,trash
BTFD,https://bitcoininfonews.com/btfd-coin-presale-raises-7-million/,btfd-coin-presale-raises-7-million,BTFD Coin's $7.14M Presale and Community Surge,brand_btfd|phrase_presale,0,0,200,found,,14815,publish,2025-05-24T07:08:41,https://bitcoininfonews.com/btfd-coin-presale-raises-7-million/,200,trashed,trash
BTFD,https://bitcoininfonews.com/btfd-hits-11900-holders-final-call-for-2x-coins-top-new-meme-coins-to-buy-this-week-as-fartcoin-spikes-and-memecoin-struggles/,btfd-hits-11900-holders-final-call-for-2x-coins-top-new-meme-coins-to-buy-this-week-as-fartcoin-spikes-and-memecoin-struggles,"BTFD Hits 11,900+ Holders—Final Call for 2x Coins: Top New Meme Coins to Buy This Week as Fartcoin Spikes and Memecoin Struggles!",brand_btfd,0,0,200,found,,10946,publish,2025-05-02T18:45:00,https://bitcoininfonews.com/btfd-hits-11900-holders-final-call-for-2x-coins-top-new-meme-coins-to-buy-this-week-as-fartcoin-spikes-and-memecoin-struggles/,200,trashed,trash
BTFD,https://bitcoininfonews.com/btfd-slerf-and-simons-cat-top-new-meme-coins-to-join-today/,btfd-slerf-and-simons-cat-top-new-meme-coins-to-join-today,"BTFD, SLERF, and Simon’s Cat: Top New Meme Coins to Join Today",brand_btfd,0,0,200,found,,10734,publish,2025-05-01T03:30:00,https://bitcoininfonews.com/btfd-slerf-and-simons-cat-top-new-meme-coins-to-join-today/,200,trashed,trash
BTFD,https://bitcoininfonews.com/didnt-buy-shib-earlier-btfd-boasts-a-hot-3x-bonus-and-a-90x-forecast-top-new-meme-coin-to-join-in-may-2025/,didnt-buy-shib-earlier-btfd-boasts-a-hot-3x-bonus-and-a-90x-forecast-top-new-meme-coin-to-join-in-may-2025,Didn’t Buy SHIB Earlier? BTFD Boasts a Hot 3X Bonus and a 90X Forecast—Top New Meme Coin to Join in May 2025?,brand_btfd|phrase_bonus,0,0,200,found,,12683,publish,2025-05-11T06:45:00,https://bitcoininfonews.com/didnt-buy-shib-earlier-btfd-boasts-a-hot-3x-bonus-and-a-90x-forecast-top-new-meme-coin-to-join-in-may-2025/,200,trashed,trash
BTFD,https://bitcoininfonews.com/final-days-to-buy-btfd-with-100-bonus-get-this-trump-level-play-as-one-of-the-top-meme-coin-presales-to-buy-today/,final-days-to-buy-btfd-with-100-bonus-get-this-trump-level-play-as-one-of-the-top-meme-coin-presales-to-buy-today,Final Days to Buy BTFD with 100% Bonus—Get This $TRUMP-Level Play as One of the Top Meme Coin Presales to Buy Today,brand_btfd|phrase_presale|phrase_bonus,0,0,200,found,,9175,publish,2025-04-23T05:45:00,https://bitcoininfonews.com/final-days-to-buy-btfd-with-100-bonus-get-this-trump-level-play-as-one-of-the-top-meme-coin-presales-to-buy-today/,200,trashed,trash
BTFD,https://bitcoininfonews.com/havent-joined-btfd-youre-late-why-this-bull-with-giga-and-ponke-slams-into-the-top-new-meme-coins-to-join-today/,havent-joined-btfd-youre-late-why-this-bull-with-giga-and-ponke-slams-into-the-top-new-meme-coins-to-join-today,"Haven’t Joined BTFD? You’re Late! Why This Bull, With GIGA and Ponke, Slams Into the Top New Meme Coins to Join Today",brand_btfd,0,1,200,found,,8698,publish,2025-04-20T06:45:00,https://bitcoininfonews.com/havent-joined-btfd-youre-late-why-this-bull-with-giga-and-ponke-slams-into-the-top-new-meme-coins-to-join-today/,200,trashed,trash
BTFD,https://bitcoininfonews.com/is-8900-roi-really-possible-btfd-cheems-sudeng-best-new-meme-coins-for-significant-returns/,is-8900-roi-really-possible-btfd-cheems-sudeng-best-new-meme-coins-for-significant-returns,"Is 8900% ROI Really Possible? BTFD, CHEEMS, SUDENG—Best New Meme Coins for Significant Returns",brand_btfd|phrase_roi,0,0,200,found,,12323,publish,2025-05-09T03:30:00,https://bitcoininfonews.com/is-8900-roi-really-possible-btfd-cheems-sudeng-best-new-meme-coins-for-significant-returns/,200,trashed,trash
BTFD,https://bitcoininfonews.com/missed-peanut-the-squirrels-early-run-btfd-coins-final200-bonus-and-0-0002-presale-offer-12000-bulls-a-shot-at-900k-from-10k/,missed-peanut-the-squirrels-early-run-btfd-coins-final200-bonus-and-0-0002-presale-offer-12000-bulls-a-shot-at-900k-from-10k,"Missed Peanut the Squirrel’s Early Run? BTFD Coin’s FINAL200 Bonus and $0.0002 Presale Offer 12,000+ Bulls a Shot at $900K from $10K",brand_btfd|phrase_presale|phrase_bonus,0,0,200,found,,11754,publish,2025-05-06T06:45:00,https://bitcoininfonews.com/missed-peanut-the-squirrels-early-run-btfd-coins-final200-bonus-and-0-0002-presale-offer-12000-bulls-a-shot-at-900k-from-10k/,200,trashed,trash
BTFD,https://bitcoininfonews.com/missed-wif-when-it-was-dirt-cheap-btfd-coins-final-presale-window-closes-may-26-get-in-now-at-0-0002-for-a-shot-at-2900-roi-post-launch/,missed-wif-when-it-was-dirt-cheap-btfd-coins-final-presale-window-closes-may-26-get-in-now-at-0-0002-for-a-shot-at-2900-roi-post-launch,Missed WIF When It Was Dirt Cheap? BTFD Coin’s Final Presale Window Closes May 26 — Get In Now at $0.0002 for a Shot at 2900% ROI Post-Launch,brand_btfd|phrase_presale|phrase_roi,0,0,200,found,,8813,publish,2025-04-21T04:45:00,https://bitcoininfonews.com/missed-wif-when-it-was-dirt-cheap-btfd-coins-final-presale-window-closes-may-26-get-in-now-at-0-0002-for-a-shot-at-2900-roi-post-launch/,200,trashed,trash
BTFD,https://bitcoininfonews.com/moodengs-moon-is-history-but-btfd-at-0-0002-is-still-the-best-new-meme-coin-to-join-for-short-term-with-limited-100-bonus/,moodengs-moon-is-history-but-btfd-at-0-0002-is-still-the-best-new-meme-coin-to-join-for-short-term-with-limited-100-bonus,MOODENG’s Moon is History—But BTFD at $0.0002 is Still the Best New Meme Coin to Join for Short Term with Limited 100% Bonus,brand_btfd|phrase_bonus,0,0,200,found,,9812,publish,2025-04-26T05:45:00,https://bitcoininfonews.com/moodengs-moon-is-history-but-btfd-at-0-0002-is-still-the-best-new-meme-coin-to-join-for-short-term-with-limited-100-bonus/,200,trashed,trash
BTFD,https://bitcoininfonews.com/no-do-overs-after-may-26-btfds-presale-exit-nears-with-mew-goat-and-more-lining-up-among-the-4-best-meme-coins-to-invest-in-now/,no-do-overs-after-may-26-btfds-presale-exit-nears-with-mew-goat-and-more-lining-up-among-the-4-best-meme-coins-to-invest-in-now,"No Do-Overs After May 26: BTFD’s Presale Exit Nears, With MEW, GOAT, and More Lining Up Among the 4 Best Meme Coins to Invest in Now",brand_btfd|phrase_presale,0,0,200,found,,8607,publish,2025-04-19T05:45:00,https://bitcoininfonews.com/no-do-overs-after-may-26-btfds-presale-exit-nears-with-mew-goat-and-more-lining-up-among-the-4-best-meme-coins-to-invest-in-now/,200,trashed,trash
BTFD,https://bitcoininfonews.com/official-trumps-75-ath-is-history-dont-miss-btfd-coins-8900-roi-potential-and-explosive-presale-before-may-26/,official-trumps-75-ath-is-history-dont-miss-btfd-coins-8900-roi-potential-and-explosive-presale-before-may-26,OFFICIAL TRUMP’s $75 ATH Is History—Don’t Miss BTFD Coin’s 8900% ROI Potential and Explosive Presale Before May 26,brand_btfd|phrase_presale|phrase_roi,0,0,200,found,,12839,publish,2025-05-12T06:45:00,https://bitcoininfonews.com/official-trumps-75-ath-is-history-dont-miss-btfd-coins-8900-roi-potential-and-explosive-presale-before-may-26/,200,trashed,trash
BTFD,https://bitcoininfonews.com/presale-ends-soon-5-best-cryptos-to-buy-with-btfds-6-58m-surge-and-top-meme-coin-movers-floki-and-pnut/,presale-ends-soon-5-best-cryptos-to-buy-with-btfds-6-58m-surge-and-top-meme-coin-movers-floki-and-pnut,Presale Ends Soon: 5 Best Cryptos to Buy With BTFD’s $6.58M Surge and Top Meme Coin Movers FLOKI and PNUT,brand_btfd|phrase_presale,0,0,200,found,,10171,publish,2025-04-28T02:30:00,https://bitcoininfonews.com/presale-ends-soon-5-best-cryptos-to-buy-with-btfds-6-58m-surge-and-top-meme-coin-movers-floki-and-pnut/,200,trashed,trash
BTFD,https://bitcoininfonews.com/top-new-meme-coins-to-buy-and-hold-for-short-term-btfd-turbo-and-pengu-insights/,top-new-meme-coins-to-buy-and-hold-for-short-term-btfd-turbo-and-pengu-insights,"Top New Meme Coins to Buy and Hold for Short Term: BTFD, TURBO, and PENGU Insights",brand_btfd,0,0,200,found,,15099,publish,2025-05-26T14:45:00,https://bitcoininfonews.com/top-new-meme-coins-to-buy-and-hold-for-short-term-btfd-turbo-and-pengu-insights/,200,trashed,trash
BTFD,https://bitcoininfonews.com/top-new-meme-coins-to-buy-this-week-why-btfds-2x-tokens-deal-beats-waiting-for-giga-and-apu-moves-act-before-may-26/,top-new-meme-coins-to-buy-this-week-why-btfds-2x-tokens-deal-beats-waiting-for-giga-and-apu-moves-act-before-may-26,Top New Meme Coins to Buy This Week: Why BTFD’s 2x Tokens Deal Beats Waiting for GIGA and APU Moves—Act Before May 26!,brand_btfd,0,0,200,found,,10175,publish,2025-04-28T09:45:00,https://bitcoininfonews.com/top-new-meme-coins-to-buy-this-week-why-btfds-2x-tokens-deal-beats-waiting-for-giga-and-apu-moves-act-before-may-26/,200,trashed,trash
BTFD,https://bitcoininfonews.com/top-new-meme-coins-to-join-this-week-btfd-turbo-memecoin-updates/,top-new-meme-coins-to-join-this-week-btfd-turbo-memecoin-updates,"Top New Meme Coins to Join This Week: BTFD, Turbo, Memecoin Updates",brand_btfd,0,0,200,found,,11354,publish,2025-05-04T06:45:00,https://bitcoininfonews.com/top-new-meme-coins-to-join-this-week-btfd-turbo-memecoin-updates/,200,trashed,trash
BTFD,https://bitcoininfonews.com/werent-there-when-ponke-mooned-btfd-aims-to-turn-9k-into-over-81k-top-new-meme-coins-for-significant-returns/,werent-there-when-ponke-mooned-btfd-aims-to-turn-9k-into-over-81k-top-new-meme-coins-for-significant-returns,Weren’t There When Ponke Mooned—BTFD Aims to Turn $9K Into Over $81K: Top New Meme Coins for Significant Returns?,brand_btfd,0,0,200,found,,11948,publish,2025-05-07T06:30:00,https://bitcoininfonews.com/werent-there-when-ponke-mooned-btfd-aims-to-turn-9k-into-over-81k-top-new-meme-coins-for-significant-returns/,200,trashed,trash
BTFD,https://bitcoininfonews.com/what-makes-btfd-one-of-the-top-meme-coin-presales-to-buy-today-why-its-the-best-alternative-to-trump/,what-makes-btfd-one-of-the-top-meme-coin-presales-to-buy-today-why-its-the-best-alternative-to-trump,What Makes BTFD One of the Top Meme Coin Presales to Buy Today? [Why It’s the Best Alternative to $TRUMP],brand_btfd|phrase_presale,0,0,200,found,,8972,publish,2025-04-22T05:45:00,https://bitcoininfonews.com/what-makes-btfd-one-of-the-top-meme-coin-presales-to-buy-today-why-its-the-best-alternative-to-trump/,200,trashed,trash
BTFD,https://bitcoininfonews.com/why-btfds-0-0002-presale-could-89x-fast-top-new-meme-coins-to-buy-and-hold-for-short-term-as-toshi-and-pengu-pump/,why-btfds-0-0002-presale-could-89x-fast-top-new-meme-coins-to-buy-and-hold-for-short-term-as-toshi-and-pengu-pump,Why BTFD’s $0.0002 Presale Could 89x Fast—Top New Meme Coins to Buy and Hold for Short Term as TOSHI and PENGU Pump,brand_btfd|phrase_presale,0,0,200,found,,13020,publish,2025-05-12T21:45:00,https://bitcoininfonews.com/why-btfds-0-0002-presale-could-89x-fast-top-new-meme-coins-to-buy-and-hold-for-short-term-as-toshi-and-pengu-pump/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/2025s-biggest-presale-showdown-pepenode-vs-maxidoge-vs-blockdag/,2025s-biggest-presale-showdown-pepenode-vs-maxidoge-vs-blockdag,2025’s Biggest Presale Showdown: Pepenode vs MaxiDoge vs BlockDAG,brand_blockdag|brand_pepenode|brand_maxi_doge|phrase_presale,0,0,200,found,,27162,publish,2025-10-10T08:00:00,https://bitcoininfonews.com/2025s-biggest-presale-showdown-pepenode-vs-maxidoge-vs-blockdag/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/4-best-presale-crypto-projects-to-watch-zero-knowledge-proof-deepsnitch-ai-blockdag-bitcoin-hyper/,4-best-presale-crypto-projects-to-watch-zero-knowledge-proof-deepsnitch-ai-blockdag-bitcoin-hyper,"4 Best Presale Crypto Projects to Watch: Zero Knowledge Proof, DeepSnitch AI, BlockDAG & Bitcoin Hyper",brand_blockdag|brand_zkp|brand_bitcoin_hyper|brand_deepsnitch|phrase_presale|phrase_buy_now,0,0,200,found,,31815,publish,2026-01-04T22:00:00,https://bitcoininfonews.com/4-best-presale-crypto-projects-to-watch-zero-knowledge-proof-deepsnitch-ai-blockdag-bitcoin-hyper/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/4-highest-roi-cryptos-in-2025-eth-bnb-blockdag-or-ada/,4-highest-roi-cryptos-in-2025-eth-bnb-blockdag-or-ada,"4 Highest-ROI Cryptos in 2025: ETH, BNB, BlockDAG, or ADA?",brand_blockdag|phrase_roi,0,0,200,found,,23872,publish,2025-08-28T01:00:00,https://bitcoininfonews.com/4-highest-roi-cryptos-in-2025-eth-bnb-blockdag-or-ada/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/4-top-crypto-gems-to-buy-now-eth-blockdag-sol-ada/,4-top-crypto-gems-to-buy-now-eth-blockdag-sol-ada,"4 Top Crypto Gems to Buy Now: ETH, BlockDAG, SOL & ADA",brand_blockdag|phrase_buy_now,0,0,200,found,,8325,publish,2025-04-17T02:00:00,https://bitcoininfonews.com/4-top-crypto-gems-to-buy-now-eth-blockdag-sol-ada/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/4-top-presale-crypto-picks-for-2025-blockdag-maxi-doge-snorter-bot-spacepay/,4-top-presale-crypto-picks-for-2025-blockdag-maxi-doge-snorter-bot-spacepay,"4 Top Presale Crypto Picks for 2025: BlockDAG, Maxi Doge, Snorter Bot & SpacePay",brand_blockdag|brand_snorter|brand_maxi_doge|brand_spacepay|phrase_presale,0,0,200,found,,22265,publish,2025-08-14T17:00:00,https://bitcoininfonews.com/4-top-presale-crypto-picks-for-2025-blockdag-maxi-doge-snorter-bot-spacepay/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/aave-price-drop-links-setup-mean-nothing-blockdags-430m-presale-cex-leak-creates-the-next-top-crypto-coins-surge/,aave-price-drop-links-setup-mean-nothing-blockdags-430m-presale-cex-leak-creates-the-next-top-crypto-coins-surge,AAVE Price Drop & LINK's Setup Mean Nothing; BlockDAG's $430M+ Presale & CEX Leak Creates the Next Top Crypto Coins Surge,brand_blockdag|phrase_presale,0,0,200,found,,28768,publish,2025-10-29T00:00:00,https://bitcoininfonews.com/aave-price-drop-links-setup-mean-nothing-blockdags-430m-presale-cex-leak-creates-the-next-top-crypto-coins-surge/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/aave-slows-litecoin-steady-blockdag-turns-435m-presale-hot/,aave-slows-litecoin-steady-blockdag-turns-435m-presale-hot,"AAVE Slows, Litecoin Steady, BlockDAG Turns $435M Presale Hot",brand_blockdag|phrase_presale,0,0,200,found,,29141,publish,2025-10-31T10:00:00,https://bitcoininfonews.com/aave-slows-litecoin-steady-blockdag-turns-435m-presale-hot/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/aave-struggles-at-329-shib-trading-jumps-blockdag-delivers-2900-roi/,aave-struggles-at-329-shib-trading-jumps-blockdag-delivers-2900-roi,"AAVE Struggles at $329, SHIB Trading Jumps, BlockDAG Delivers 2,900% ROI",brand_blockdag|phrase_roi,0,0,200,found,,24212,publish,2025-08-31T00:00:00,https://bitcoininfonews.com/aave-struggles-at-329-shib-trading-jumps-blockdag-delivers-2900-roi/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/ada-and-sol-slow-down-while-blockdag-dominates-with-388m-presale/,ada-and-sol-slow-down-while-blockdag-dominates-with-388m-presale,ADA and SOL Slow Down While BlockDAG Dominates with $388M Presale!,brand_blockdag|phrase_presale,0,0,200,found,,24359,publish,2025-09-01T17:00:00,https://bitcoininfonews.com/ada-and-sol-slow-down-while-blockdag-dominates-with-388m-presale/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/ada-bullish-setup-dot-climbs-higher-bdags-375m-presale-signals-momentum/,ada-bullish-setup-dot-climbs-higher-bdags-375m-presale-signals-momentum,"ADA Bullish Setup, DOT Climbs Higher, BDAG’s $375M Presale Signals Momentum",brand_blockdag|phrase_presale,0,0,200,found,,22590,publish,2025-08-17T00:00:00,https://bitcoininfonews.com/ada-bullish-setup-dot-climbs-higher-bdags-375m-presale-signals-momentum/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/ada-rallies-aave-jumps-blockdag-buyer-battles-fuel-342m-presale/,ada-rallies-aave-jumps-blockdag-buyer-battles-fuel-342m-presale,"ADA Rallies, AAVE Jumps, BlockDAG Buyer Battles Fuel $342M Presale",brand_blockdag|phrase_presale|phrase_hard_sell,0,0,200,found,,19680,publish,2025-07-20T03:00:00,https://bitcoininfonews.com/ada-rallies-aave-jumps-blockdag-buyer-battles-fuel-342m-presale/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/algorand-bullish-run-and-xrps-market-moves-contrast-with-blockdags-379m-presale/,algorand-bullish-run-and-xrps-market-moves-contrast-with-blockdags-379m-presale,Algorand Bullish Run and XRP’s Market Moves Contrast With BlockDAG’s $379M Presale,brand_blockdag|phrase_presale,0,0,200,found,,23185,publish,2025-08-22T04:00:00,https://bitcoininfonews.com/algorand-bullish-run-and-xrps-market-moves-contrast-with-blockdags-379m-presale/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/all-eyes-on-blockdags-441m-presale-as-january-26-deadline-approaches-while-cardano-and-dogecoin-drift/,all-eyes-on-blockdags-441m-presale-as-january-26-deadline-approaches-while-cardano-and-dogecoin-drift,All Eyes on BlockDAG’s $441M Presale as January 26 Deadline Approaches While Cardano and Dogecoin Drift,brand_blockdag|phrase_presale,0,0,200,found,,31845,publish,2026-01-05T22:00:00,https://bitcoininfonews.com/all-eyes-on-blockdags-441m-presale-as-january-26-deadline-approaches-while-cardano-and-dogecoin-drift/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/alphapepes-120k-meme-buzz-vs-blockdags-almost-410m-presale/,alphapepes-120k-meme-buzz-vs-blockdags-almost-410m-presale,AlphaPepe’s $120K Meme Buzz vs BlockDAG’s Almost $410M Presale,brand_blockdag|phrase_presale,0,0,200,found,,25647,publish,2025-09-19T16:00:00,https://bitcoininfonews.com/alphapepes-120k-meme-buzz-vs-blockdags-almost-410m-presale/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/apt-expands-dev-base-avax-scales-upgrades-blockdag-crosses-410m-in-presale/,apt-expands-dev-base-avax-scales-upgrades-blockdag-crosses-410m-in-presale,"APT Expands Dev Base, AVAX Scales Upgrades, BlockDAG Crosses $410M in Presale!",brand_blockdag|phrase_presale,0,0,200,found,,26124,publish,2025-09-25T17:30:00,https://bitcoininfonews.com/apt-expands-dev-base-avax-scales-upgrades-blockdag-crosses-410m-in-presale/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/arb-holds-0-30-ada-eyes-1-while-blockdags-0-0015-entry-massive-roi-are-crowned-best-performing-crypto-today/,arb-holds-0-30-ada-eyes-1-while-blockdags-0-0015-entry-massive-roi-are-crowned-best-performing-crypto-today,"ARB Holds $0.30, ADA Eyes $1, While BlockDAG’s $0.0015 Entry & Massive ROI Are Crowned Best Performing Crypto Today",brand_blockdag|phrase_roi,0,0,200,found,,28973,publish,2025-10-29T19:00:00,https://bitcoininfonews.com/arb-holds-0-30-ada-eyes-1-while-blockdags-0-0015-entry-massive-roi-are-crowned-best-performing-crypto-today/,200,trashed,trash
