id,source,matching,destination,type,category,status,ignore
,blockdag-review-376m-presale-layer-1-builds-ecosystem-early-before-its-2025-mainnet-launch/,exact,DELETE,301,,active,
,blockdag-review-376m-presale-layer-1-gears-up-for-mainnet/,exact,DELETE,301,,active,
,blockdag-rewards-fuel-record-presale-as-hbar-rises-and-algo-signals-build/,exact,DELETE,301,,active,
,blockdag-skyrockets-with-2380-roi-as-aaves-4m-buyback-and-kaspas-activity-struggle-to-keep-pace/,exact,DELETE,301,,active,
,blockdag-soars-with-2380-roi-while-pi-coin-mantra-compete-for-2025-momentum/,exact,DELETE,301,,active,
,blockdag-solana-sui-cardano-best-altcoins-to-buy-now/,exact,DELETE,301,,active,
,blockdag-surges-past-sui-and-link-with-2520-roi/,exact,DELETE,301,,active,
,blockdag-the-ethereum-compatible-chain-redefining-crypto-coins-to-buy-now/,exact,DELETE,301,,active,
,blockdag-transparency-leads-as-ltc-price-prediction-eth-price-today-show-measurable-growth/,exact,DELETE,301,,active,
,blockdag-vs-bittensor-what-crypto-to-invest-in-for-growth-high-roi/,exact,DELETE,301,,active,
,blockdag-vs-filecoin-presale-momentum-vs-infrastructure/,exact,DELETE,301,,active,
,blockdag-vs-maxi-subbd-and-hyper-the-2025-presale-faceoff/,exact,DELETE,301,,active,
,blockdag-vs-polygon-hedera-best-crypto-to-buy-2025/,exact,DELETE,301,,active,
,blockdag-vs-shib-and-pi-which-new-crypto-to-invest-in-offers-real-utility-early-roi/,exact,DELETE,301,,active,
,blockdags-0-0015-tge-access-nears-closure-as-pepenode-xrp-tundra-trail-behind-in-2025s-best-crypto-presales/,exact,DELETE,301,,active,
,blockdags-0-0276-presale-380m-milestone-overshadow-hedera-and-pi-network-weakness/,exact,DELETE,301,,active,
,blockdags-20-cex-listings-eclipse-remittixs-presale-buzz/,exact,DELETE,301,,active,
,blockdags-25-referral-rewards-supercharge-presale-1m-raised-in-24-hours-as-total-crosses-222-5m/,exact,DELETE,301,,active,
,blockdags-250-referral-bonus-and-376m-presale-outshine-stellar-and-sui/,exact,DELETE,301,,active,
,blockdags-255m-presale-leads-as-shib-holds-and-sui-eyes-5-30/,exact,DELETE,301,,active,
,blockdags-3025-surge-signals-a-good-crypto-to-buy-now/,exact,DELETE,301,,active,
,blockdags-335m-presale-shib-30-rally-sui-reacts-to-supply-shift/,exact,DELETE,301,,active,
,blockdags-348m-presale-live-x10-miner-demo-eclipse-little-pepe-coin-buzz/,exact,DELETE,301,,active,
,blockdags-363m-presale-pushes-ahead-of-sui-link-in-trending-crypto-news/,exact,DELETE,301,,active,
,blockdags-374-5m-presale-and-dashboard-v4-put-it-ahead-of-hyperliquid-fee-surge-and-sei-breakout/,exact,DELETE,301,,active,
,blockdags-374-5m-presale-buyer-battles-put-it-ahead-of-the-ondo-price-surge-xrp-price-outlook/,exact,DELETE,301,,active,
,blockdags-375m-presale-upstages-pudgy-penguins-and-okb-in-explosive-crypto-market-shift/,exact,DELETE,301,,active,
,blockdags-379m-presale-20-target-put-it-ahead-of-uni-stellar-for-higher-returns/,exact,DELETE,301,,active,
,blockdags-381m-presale-20-listings-and-19350-miners-sold-while-ondo-and-solana-show-strength/,exact,DELETE,301,,active,
,blockdags-385m-presale-beats-trx-gains-shib-whale-buzz/,exact,DELETE,301,,active,
,blockdags-386m-presale-surge-outshines-xrp-rally-avax-etf-buzz/,exact,DELETE,301,,active,
,blockdags-387m-presale-beats-bitcoin-swift-and-blockchainfx/,exact,DELETE,301,,active,
,blockdags-388m-presale-vs-remittixs-21-3m-raise-which-crypto-has-the-real-edge/,exact,DELETE,301,,active,
,blockdags-420m-presale-and-alpine-f1-deal-put-it-among-top-crypto-gainers/,exact,DELETE,301,,active,
,blockdags-425m-presale-tge-airdrop-rewards-live-testnet-progress-leaves-nexchains-ai-buzz-behind/,exact,DELETE,301,,active,
,blockdags-430m-presale-builds-toward-genesis-day-as-cardano-fet-eye-q4-rebounds/,exact,DELETE,301,,active,
,blockdags-430m-presale-surges-ahead-of-binance-ama-while-ada-doge-fight-for-momentum/,exact,DELETE,301,,active,
,blockdags-430m-presale-tge-code-20-listings-outshine-plasma-and-bnb-in-top-crypto-buys/,exact,DELETE,301,,active,
,blockdags-430m-tge-code-surge-and-alpine-f1-deal-put-it-ahead-of-worldcoin-and-xrp-as-the-best-crypto-to-buy-today/,exact,DELETE,301,,active,
,blockdags-433m-presale-2940-roi-put-it-ahead-of-solana-xrp-chainlink-as-2025s-top-crypto-project/,exact,DELETE,301,,active,
,blockdags-433m-presale-evm-integration-position-it-as-2025s-top-crypto-while-xrp-rises-fil-faces-market-challenges/,exact,DELETE,301,,active,
,blockdags-435m-presale-coinbase-kraken-leak-could-make-it-the-top-crypto-of-2025/,exact,DELETE,301,,active,
,blockdags-435m-presale-new-value-era-lead-in-q4-while-hbar-etf-boosts-institutions-zcash-faces-pullback/,exact,DELETE,301,,active,
,blockdags-435m-presale-surges-as-link-tao-rally/,exact,DELETE,301,,active,
,blockdags-600m-presale-focuses-on-utility-builders-liquidity/,exact,DELETE,301,,active,
,blockdags-600m-presale-sets-new-standard-as-sol-and-avax-look-back/,exact,DELETE,301,,active,
,blockdags-almost-400m-presale-and-dashboard-v4-outshine-suis-drop-and-litecoins-slow-growth/,exact,DELETE,301,,active,
,blockdags-mainnet-push-ethenas-defi-buzz-and-vechains-key-levels-make-the-battle-for-the-best-crypto-to-buy-now-heat-up/,exact,DELETE,301,,active,
,blockdags-nearly-410m-presale-leaves-bnb-and-pi-behind/,exact,DELETE,301,,active,
,blockdags-nearly-410m-presale-outshines-bitcoin-hyper-lyno-ai/,exact,DELETE,301,,active,
,blockdags-presale-hits-317m-stellar-worldcoin-drop/,exact,DELETE,301,,active,
,blockdags-presale-hits-336m-and-little-pepes-stage-3-presale-gains/,exact,DELETE,301,,active,
,blockdags-presale-hits-337m-toncoin-ondo-turn-bullish/,exact,DELETE,301,,active,
,blockdags-presale-hits-410m-while-pi-stalls-and-pudgy-rallies/,exact,DELETE,301,,active,
,blockdags-presale-nears-end-kaspa-rises-pump-falls/,exact,DELETE,301,,active,
,blockdags-referral-program-revealed-why-its-the-best-crypto-to-buy-now-in-2025/,exact,DELETE,301,,active,
,blockdags-roi-sports-deals-and-no-vesting-access/,exact,DELETE,301,,active,
,blockdags-sports-deals-could-fuel-a-major-2025-bull-run-crypto-presale-insights/,exact,DELETE,301,,active,
,blockdags-testnet-launch-highlights-1625-roi-can-ada-catch-up/,exact,DELETE,301,,active,
,blockdags-value-era-begins-buyers-favour-bdag-over-shibs-hype-solanas-volatility-as-presale-crosses-435m/,exact,DELETE,301,,active,
,bnb-and-uniswap-face-challenges-while-blockdag-nears-420m-presale-confirms-20-listings/,exact,DELETE,301,,active,
,bnb-eyes-1k-eth-sees-inflows-blockdag-hits-410m-in-presale/,exact,DELETE,301,,active,
,bnb-price-slows-sol-faces-doubts-blockdag-presale-nears-420m/,exact,DELETE,301,,active,
,bnb-surges-solana-targets-300-but-blockdags-430m-presale-binance-ama-set-the-standard-for-2025s-top-crypto-revolution/,exact,DELETE,301,,active,
,bonk-wlfi-gain-strength-yet-blockdags-almost-435m-presale-surge-exchange-leaks-cause-massive-buying-frenzy/,exact,DELETE,301,,active,
,bullish-crypto-2025-blockdag-36x-roi-stellar-ondo-finance-hyperliquid/,exact,DELETE,301,,active,
,bwt-alpine-f1-team-sponsorship-pushes-blockdag-past-maxi-doge-bfx-presales/,exact,DELETE,301,,active,
,cardano-price-prediction-shaky-link-stalls-while-blockdag-raises-420m/,exact,DELETE,301,,active,
,chainlink-price-prediction-hits-36-hype-targets-46-while-blockdag-gains-real-world-momentum/,exact,DELETE,301,,active,
,dogecoin-chart-pattern-vs-fet-momentum-vs-blockdag-roi/,exact,DELETE,301,,active,
,dogecoins-1-ambition-solanas-230-test-fuel-buzz-yet-blockdags-430m-presale-headlines-as-the-best-crypto-right-now/,exact,DELETE,301,,active,
,eth-ada-turn-bullish-but-traders-choose-blockdags-435m-presale-after-major-coinbase-kraken-leak/,exact,DELETE,301,,active,
,eth-eyes-3470-uni-holds-9-blockdags-no-vesting-pass-ignites-343m-presale/,exact,DELETE,301,,active,
,eth-faces-queue-ada-tests-support-blockdag-presale-gains-fast/,exact,DELETE,301,,active,
,eth-gains-steam-cardano-eyes-recovery-blockdags-presale-hits-298m/,exact,DELETE,301,,active,
,eth-pushes-up-shib-volume-dips-bdag-presale-jumps-to-226m-with-buyer-battles/,exact,DELETE,301,,active,
,ethena-dips-xrp-outlook-rises-blockdag-ignites-token2049-with-0-03-presale/,exact,DELETE,301,,active,
,ethereum-nears-4250-uniswap-rallies-4-but-blockdags-430m-presale-surge-dominates-2025-which-is-the-best-long-term-crypto/,exact,DELETE,301,,active,
,ethereum-price-target-wlfi-token-price-blockdags-76815-roi/,exact,DELETE,301,,active,
,ethereum-struggles-below-4k-litecoin-slides-toward-90-and-blockdags-430m-presale-heats-up-before-genesis-day/,exact,DELETE,301,,active,
,explore-blockdags-0-005-presale-momentum-as-sui-etf-gains-traction-and-cardano-price-setup-stalls/,exact,DELETE,301,,active,
,fet-loses-momentum-tron-stays-solid-while-blockdags-434m-presale-becomes-octobers-biggest-crypto-story/,exact,DELETE,301,,active,
,fil-xrp-stall-while-bdags-referral-system-makes-it-the-best-crypto-to-buy/,exact,DELETE,301,,active,
,from-pow-to-dag-blockdags-almost-435m-presale-is-leading-the-next-generation-of-scalable-blockchain-systems/,exact,DELETE,301,,active,
,from-presale-giant-to-global-stage-blockdags-next-move-revealed-on-binance/,exact,DELETE,301,,active,
,from-testnet-to-profit-potential-why-bdag-stands-out-as-the-best-crypto-to-buy-now/,exact,DELETE,301,,active,
,good-crypto-to-buy-now-2025-blockdag-arbitrum-hedera-stellar/,exact,DELETE,301,,active,
,good-crypto-to-buy-now-blockdag-polygon-chainlink-toncoin/,exact,DELETE,301,,active,
,good-cryptos-to-buy-now-blockdag-bnb-solana-pi-network/,exact,DELETE,301,,active,
,hbar-defies-bearish-odds-doge-struggles-blockdag-unlocks-2531-roi/,exact,DELETE,301,,active,
,hedera-hbar-price-trend-pengu-price-drop-and-blockdags-396m-presale-frenzy/,exact,DELETE,301,,active,
,hedera-hbar-price-trend-pengu-price-drop-and-blockdags-600m-presale-surge/,exact,DELETE,301,,active,
,highest-roi-cryptos-in-2025-blockdag-mnt-avax-link-catch-fire/,exact,DELETE,301,,active,
,how-blockdags-x-series-miners-referral-program-drive-373m-presale-growth/,exact,DELETE,301,,active,
,hype-eyes-54-worldcoin-rallies-blockdags-presale-hits-405m/,exact,DELETE,301,,active,
,hyperliquid-rebounds-kaspa-extends-gains-and-blockdags-presale-soars-past-435m-ahead-of-genesis-day/,exact,DELETE,301,,active,
,insights-on-vechain-outlook-pi-coin-price-moves-bdags-presale-boom/,exact,DELETE,301,,active,
,is-blockdag-2025s-top-crypto-coin-20-cex-listings-and-2400-roi-potential-ahead/,exact,DELETE,301,,active,
,link-drives-defi-avax-updates-bdags-405m-presale-sets-records/,exact,DELETE,301,,active,
,litecoin-cardano-price-trends-vs-blockdags-368m-presale-surge/,exact,DELETE,301,,active,
,litecoin-eyes-etf-boost-ethena-holds-steady-while-blockdags-over-435m-presale-and-3-5m-miners-redefine-crypto-growth/,exact,DELETE,301,,active,
,litecoin-rebounds-bnb-rallies-toward-1300-and-blockdags-tge-code-pushes-presale-past-430m/,exact,DELETE,301,,active,
,ltc-holds-118-doge-eyes-0-39-blockdag-dominates-with-420m-presale/,exact,DELETE,301,,active,
,most-popular-crypto-picks-blockdag-tron-solana-chainlink-price-news-presale-update/,exact,DELETE,301,,active,
,near-climbs-toward-3-trump-coin-rallies-blockdag-dominates-with-379m-presale/,exact,DELETE,301,,active,
,new-crypto-presales-blockdag-dragoin-cold-wallet-web3-ai-web3bay-unstaked/,exact,DELETE,301,,active,
,next-crypto-to-explode-in-2025-blockdag-arbitrum-stellar-mantle-among-top-cryptos-to-buy-now/,exact,DELETE,301,,active,
,pengu-eyes-0-082-atom-stumbles-blockdag-presale-hits-374m/,exact,DELETE,301,,active,
,pengu-price-chart-toncoin-ton-price-drop-and-blockdag-compared-top-trending-crypto-with-massive-roi/,exact,DELETE,301,,active,
,pengu-price-drops-kaspa-slows-down-while-blockdags-430m-presale-marks-it-as-the-crypto-with-the-most-potential/,exact,DELETE,301,,active,
,pepe-price-stalls-sei-target-splits-as-blockdags-almost-410m-presale-gains/,exact,DELETE,301,,active,
,pi-coin-forecast-hyperliquid-analysis-and-blockdags-386m-presale-momentum/,exact,DELETE,301,,active,
,pi-holds-0-35-vechain-stalls-blockdags-385m-presale-and-sports-push-gain-momentum/,exact,DELETE,301,,active,
,polygon-faces-0-27-test-solana-eyes-190-blockdags-374m-presale-and-dashboard-v4-heat-up/,exact,DELETE,301,,active,
,polygon-nears-0-30-stellar-slips-5-while-blockdags-405m-presale-signals-76815-roi-potential/,exact,DELETE,301,,active,
,ripple-verdict-approaches-arbitrum-commits-35m-blockdag-presale-offers-2520-roi/,exact,DELETE,301,,active,
,seattle-sports-partnerships-boost-blockdags-355m-presale-momentum/,exact,DELETE,301,,active,
,sei-price-rally-signals-vs-blockdags-367m-presale-tradebdag-access/,exact,DELETE,301,,active,
,sei-token-steadies-xrp-hits-2-80-yet-blockdags-nearly-435m-presale-sets-a-new-benchmark-in-crypto-history/,exact,DELETE,301,,active,
,shib-eth-gain-momentum-but-blockdags-432m-presale-f1-alpine-partnership-lead-the-charge-for-2025s-top-crypto-to-buy/,exact,DELETE,301,,active,
,skip-sui-5-link-44-blockdag-3025-roi-gains-viral-attention-in-august/,exact,DELETE,301,,active,
,solana-ethereum-vs-blockdag-awakening-testnet-signals-best-crypto-to-buy-now/,exact,DELETE,301,,active,
,solana-news-pengu-outlook-blockdags-almost-400m-presale-in-focus/,exact,DELETE,301,,active,
,solana-stays-steady-toncoin-faces-supply-shock-while-blockdags-433m-presale-powers-toward-genesis-day/,exact,DELETE,301,,active,
,solana-targets-300-toncoin-rebounds-35-and-antony-turner-led-blockdag-presale-soars-past-425m/,exact,DELETE,301,,active,
,sui-sol-are-gaining-but-blockdags-explosive-roi-potential-outpaces-them-both/,exact,DELETE,301,,active,
,suis-token-unlock-shakes-confidence-pis-ai-push-gains-traction-as-blockdags-435m-presale-emerges-as-the-institutional-pick/,exact,DELETE,301,,active,
,tapzi-buzz-continues-but-blockdag-secures-over-405m-in-presale/,exact,DELETE,301,,active,
,the-best-cryptos-to-buy-now-blockdag-cardano-kaspa-and-vechain-lead-the-list/,exact,DELETE,301,,active,
,the-best-presale-cryptos-to-buy-now-blockdag-web3-ai-dragoin-unstaked-cold-wallet/,exact,DELETE,301,,active,
,top-3-cryptos-reaching-1-in-2025-blockdag-web3-ai-and-unstaked-price-predictions/,exact,DELETE,301,,active,
,top-4-best-crypto-platforms-in-2025-blockdag-leads-with-2660-roi-potential/,exact,DELETE,301,,active,
,top-4-coins-to-buy-blockdag-388m-presale-avax-dot-link/,exact,DELETE,301,,active,
,top-5-best-new-crypto-presales-to-watch-right-now-blockdag-web3-ai-dragoin-more/,exact,DELETE,301,,active,
,top-5-crypto-presale-projects-to-invest-in-now-blockdag-dragoin-web3-ai-unstaked-cold-wallet/,exact,DELETE,301,,active,
,top-altcoins-blockdag-beats-xrp-solana-litecoin-with-3025-roi-potential/,exact,DELETE,301,,active,
